mode,temp_c,run,device,w_um,l_um,area_um2,quantity,val_a,val_b
mismatch,125,31,ppolyf_u_2k,5,100,500,r_ohm,35210.2,35210.2
mismatch,125,31,ppolyf_u_3k,1,10,10,r_ohm,27907.3,27907.3
mismatch,125,31,ppolyf_u_3k,2,40,80,r_ohm,53705.9,53705.9
mismatch,125,31,ppolyf_u_3k,5,100,500,r_ohm,52810.5,52810.5
mismatch,125,31,ppolyf_u,1,10,10,r_ohm,3789.6,3789.6
mismatch,125,31,ppolyf_u,2,40,80,r_ohm,7221.82,7221.82
mismatch,125,31,ppolyf_u,5,100,500,r_ohm,7078.87,7078.87
mismatch,125,31,nfet_03v3,5,0.5,2.5,vgs_v,0.704857,0.700326
mismatch,125,31,nfet_03v3,10,1.0,10,vgs_v,0.690797,0.688139
mismatch,125,31,nfet_03v3,20,2.0,40,vgs_v,0.67781,0.677059
mismatch,125,31,pfet_03v3,5,0.5,2.5,vgs_v,0.929688,0.925272
mismatch,125,31,pfet_03v3,10,1.0,10,vgs_v,0.95124,0.950199
mismatch,125,31,pfet_03v3,20,2.0,40,vgs_v,0.963092,0.963784
mismatch,125,32,ppolyf_u_1k,1,10,10,r_ohm,9707.45,9707.45
mismatch,125,32,ppolyf_u_1k,2,40,80,r_ohm,18958.6,18958.6
mismatch,125,32,ppolyf_u_1k,5,100,500,r_ohm,18756.7,18756.7
mismatch,125,32,ppolyf_u_2k,1,10,10,r_ohm,18621.6,18621.6
mismatch,125,32,ppolyf_u_2k,2,40,80,r_ohm,35812.1,35812.1
mismatch,125,32,ppolyf_u_2k,5,100,500,r_ohm,35210.2,35210.2
mismatch,125,32,ppolyf_u_3k,1,10,10,r_ohm,27907.3,27907.3
mismatch,125,32,ppolyf_u_3k,2,40,80,r_ohm,53705.9,53705.9
mismatch,125,32,ppolyf_u_3k,5,100,500,r_ohm,52810.5,52810.5
mismatch,125,32,ppolyf_u,1,10,10,r_ohm,3789.6,3789.6
mismatch,125,32,ppolyf_u,2,40,80,r_ohm,7221.82,7221.82
mismatch,125,32,ppolyf_u,5,100,500,r_ohm,7078.87,7078.87
mismatch,125,32,nfet_03v3,5,0.5,2.5,vgs_v,0.701648,0.694898
mismatch,125,32,nfet_03v3,10,1.0,10,vgs_v,0.688911,0.688287
mismatch,125,32,nfet_03v3,20,2.0,40,vgs_v,0.677541,0.678519
mismatch,125,32,pfet_03v3,5,0.5,2.5,vgs_v,0.924866,0.920179
mismatch,125,32,pfet_03v3,10,1.0,10,vgs_v,0.951746,0.954793
mismatch,125,32,pfet_03v3,20,2.0,40,vgs_v,0.962838,0.962551
mismatch,125,33,ppolyf_u_1k,1,10,10,r_ohm,9707.45,9707.45
mismatch,125,33,ppolyf_u_1k,2,40,80,r_ohm,18958.6,18958.6
mismatch,125,33,ppolyf_u_1k,5,100,500,r_ohm,18756.7,18756.7
mismatch,125,33,ppolyf_u_2k,1,10,10,r_ohm,18621.6,18621.6
mismatch,125,33,ppolyf_u_2k,2,40,80,r_ohm,35812.1,35812.1
mismatch,125,33,ppolyf_u_2k,5,100,500,r_ohm,35210.2,35210.2
mismatch,125,33,ppolyf_u_3k,1,10,10,r_ohm,27907.3,27907.3
mismatch,125,33,ppolyf_u_3k,2,40,80,r_ohm,53705.9,53705.9
mismatch,125,33,ppolyf_u_3k,5,100,500,r_ohm,52810.5,52810.5
mismatch,125,33,ppolyf_u,1,10,10,r_ohm,3789.6,3789.6
mismatch,125,33,ppolyf_u,2,40,80,r_ohm,7221.82,7221.82
mismatch,125,33,ppolyf_u,5,100,500,r_ohm,7078.87,7078.87
mismatch,125,33,nfet_03v3,5,0.5,2.5,vgs_v,0.704403,0.699756
mismatch,125,33,nfet_03v3,10,1.0,10,vgs_v,0.690663,0.688529
mismatch,125,33,nfet_03v3,20,2.0,40,vgs_v,0.678493,0.678918
mismatch,125,33,pfet_03v3,5,0.5,2.5,vgs_v,0.92316,0.920298
mismatch,125,33,pfet_03v3,10,1.0,10,vgs_v,0.952055,0.951099
mismatch,125,33,pfet_03v3,20,2.0,40,vgs_v,0.963599,0.962555
mismatch,125,34,ppolyf_u_1k,1,10,10,r_ohm,9707.45,9707.45
mismatch,125,34,ppolyf_u_1k,2,40,80,r_ohm,18958.6,18958.6
mismatch,125,34,ppolyf_u_1k,5,100,500,r_ohm,18756.7,18756.7
mismatch,125,34,ppolyf_u_2k,1,10,10,r_ohm,18621.6,18621.6
mismatch,125,34,ppolyf_u_2k,2,40,80,r_ohm,35812.1,35812.1
mismatch,125,34,ppolyf_u_2k,5,100,500,r_ohm,35210.2,35210.2
mismatch,125,34,ppolyf_u_3k,1,10,10,r_ohm,27907.3,27907.3
mismatch,125,34,ppolyf_u_3k,2,40,80,r_ohm,53705.9,53705.9
mismatch,125,34,ppolyf_u_3k,5,100,500,r_ohm,52810.5,52810.5
mismatch,125,34,ppolyf_u,1,10,10,r_ohm,3789.6,3789.6
mismatch,125,34,ppolyf_u,2,40,80,r_ohm,7221.82,7221.82
mismatch,125,34,ppolyf_u,5,100,500,r_ohm,7078.87,7078.87
mismatch,125,34,nfet_03v3,5,0.5,2.5,vgs_v,0.7001,0.699477
mismatch,125,34,nfet_03v3,10,1.0,10,vgs_v,0.691643,0.689032
mismatch,125,34,nfet_03v3,20,2.0,40,vgs_v,0.678009,0.677126
mismatch,125,34,pfet_03v3,5,0.5,2.5,vgs_v,0.922671,0.929595
mismatch,125,34,pfet_03v3,10,1.0,10,vgs_v,0.954457,0.952317
mismatch,125,34,pfet_03v3,20,2.0,40,vgs_v,0.961466,0.96216
mismatch,125,35,ppolyf_u_1k,1,10,10,r_ohm,9707.45,9707.45
mismatch,125,35,ppolyf_u_1k,2,40,80,r_ohm,18958.6,18958.6
mismatch,125,35,ppolyf_u_1k,5,100,500,r_ohm,18756.7,18756.7
mismatch,125,35,ppolyf_u_2k,1,10,10,r_ohm,18621.6,18621.6
mismatch,125,35,ppolyf_u_2k,2,40,80,r_ohm,35812.1,35812.1
mismatch,125,35,ppolyf_u_2k,5,100,500,r_ohm,35210.2,35210.2
mismatch,125,35,ppolyf_u_3k,1,10,10,r_ohm,27907.3,27907.3
mismatch,125,35,ppolyf_u_3k,2,40,80,r_ohm,53705.9,53705.9
mismatch,125,35,ppolyf_u_3k,5,100,500,r_ohm,52810.5,52810.5
mismatch,125,35,ppolyf_u,1,10,10,r_ohm,3789.6,3789.6
mismatch,125,35,ppolyf_u,2,40,80,r_ohm,7221.82,7221.82
mismatch,125,35,ppolyf_u,5,100,500,r_ohm,7078.87,7078.87
mismatch,125,35,nfet_03v3,5,0.5,2.5,vgs_v,0.708193,0.693627
mismatch,125,35,nfet_03v3,10,1.0,10,vgs_v,0.687609,0.688117
mismatch,125,35,nfet_03v3,20,2.0,40,vgs_v,0.677513,0.678049
mismatch,125,35,pfet_03v3,5,0.5,2.5,vgs_v,0.920088,0.923336
mismatch,125,35,pfet_03v3,10,1.0,10,vgs_v,0.953932,0.951928
mismatch,125,35,pfet_03v3,20,2.0,40,vgs_v,0.962812,0.961234
mismatch,125,36,ppolyf_u_1k,1,10,10,r_ohm,9707.45,9707.45
mismatch,125,36,ppolyf_u_1k,2,40,80,r_ohm,18958.6,18958.6
mismatch,125,36,ppolyf_u_1k,5,100,500,r_ohm,18756.7,18756.7
mismatch,125,36,ppolyf_u_2k,1,10,10,r_ohm,18621.6,18621.6
mismatch,125,36,ppolyf_u_2k,2,40,80,r_ohm,35812.1,35812.1
mismatch,125,36,ppolyf_u_2k,5,100,500,r_ohm,35210.2,35210.2
mismatch,125,36,ppolyf_u_3k,1,10,10,r_ohm,27907.3,27907.3
mismatch,125,36,ppolyf_u_3k,2,40,80,r_ohm,53705.9,53705.9
mismatch,125,36,ppolyf_u_3k,5,100,500,r_ohm,52810.5,52810.5
mismatch,125,36,ppolyf_u,1,10,10,r_ohm,3789.6,3789.6
mismatch,125,36,ppolyf_u,2,40,80,r_ohm,7221.82,7221.82
mismatch,125,36,ppolyf_u,5,100,500,r_ohm,7078.87,7078.87
mismatch,125,36,nfet_03v3,5,0.5,2.5,vgs_v,0.696734,0.703997
mismatch,125,36,nfet_03v3,10,1.0,10,vgs_v,0.690197,0.692616
mismatch,125,36,nfet_03v3,20,2.0,40,vgs_v,0.678365,0.678359
mismatch,125,36,pfet_03v3,5,0.5,2.5,vgs_v,0.919817,0.923793
mismatch,125,36,pfet_03v3,10,1.0,10,vgs_v,0.953888,0.95343
mismatch,125,36,pfet_03v3,20,2.0,40,vgs_v,0.962663,0.963082
mismatch,125,37,ppolyf_u_1k,1,10,10,r_ohm,9707.45,9707.45
mismatch,125,37,ppolyf_u_1k,2,40,80,r_ohm,18958.6,18958.6
mismatch,125,37,ppolyf_u_1k,5,100,500,r_ohm,18756.7,18756.7
mismatch,125,37,ppolyf_u_2k,1,10,10,r_ohm,18621.6,18621.6
mismatch,125,37,ppolyf_u_2k,2,40,80,r_ohm,35812.1,35812.1
mismatch,125,37,ppolyf_u_2k,5,100,500,r_ohm,35210.2,35210.2
mismatch,125,37,ppolyf_u_3k,1,10,10,r_ohm,27907.3,27907.3
mismatch,125,37,ppolyf_u_3k,2,40,80,r_ohm,53705.9,53705.9
mismatch,125,37,ppolyf_u_3k,5,100,500,r_ohm,52810.5,52810.5
mismatch,125,37,ppolyf_u,1,10,10,r_ohm,3789.6,3789.6
mismatch,125,37,ppolyf_u,2,40,80,r_ohm,7221.82,7221.82
mismatch,125,37,ppolyf_u,5,100,500,r_ohm,7078.87,7078.87
mismatch,125,37,nfet_03v3,5,0.5,2.5,vgs_v,0.694805,0.696717
mismatch,125,37,nfet_03v3,10,1.0,10,vgs_v,0.689466,0.687597
mismatch,125,37,nfet_03v3,20,2.0,40,vgs_v,0.677642,0.678824
mismatch,125,37,pfet_03v3,5,0.5,2.5,vgs_v,0.921913,0.922772
mismatch,125,37,pfet_03v3,10,1.0,10,vgs_v,0.955044,0.951072
mismatch,125,37,pfet_03v3,20,2.0,40,vgs_v,0.96171,0.963156
mismatch,125,38,ppolyf_u_1k,1,10,10,r_ohm,9707.45,9707.45
mismatch,125,38,ppolyf_u_1k,2,40,80,r_ohm,18958.6,18958.6
mismatch,125,38,ppolyf_u_1k,5,100,500,r_ohm,18756.7,18756.7
mismatch,125,38,ppolyf_u_2k,1,10,10,r_ohm,18621.6,18621.6
mismatch,125,38,ppolyf_u_2k,2,40,80,r_ohm,35812.1,35812.1
mismatch,125,38,ppolyf_u_2k,5,100,500,r_ohm,35210.2,35210.2
mismatch,125,38,ppolyf_u_3k,1,10,10,r_ohm,27907.3,27907.3
mismatch,125,38,ppolyf_u_3k,2,40,80,r_ohm,53705.9,53705.9
mismatch,125,38,ppolyf_u_3k,5,100,500,r_ohm,52810.5,52810.5
mismatch,125,38,ppolyf_u,1,10,10,r_ohm,3789.6,3789.6
mismatch,125,38,ppolyf_u,2,40,80,r_ohm,7221.82,7221.82
mismatch,125,38,ppolyf_u,5,100,500,r_ohm,7078.87,7078.87
mismatch,125,38,nfet_03v3,5,0.5,2.5,vgs_v,0.692084,0.701824
mismatch,125,38,nfet_03v3,10,1.0,10,vgs_v,0.689264,0.690831
mismatch,125,38,nfet_03v3,20,2.0,40,vgs_v,0.677846,0.679206
mismatch,125,38,pfet_03v3,5,0.5,2.5,vgs_v,0.923585,0.925854
mismatch,125,38,pfet_03v3,10,1.0,10,vgs_v,0.951181,0.952908
mismatch,125,38,pfet_03v3,20,2.0,40,vgs_v,0.962796,0.961934
mismatch,125,39,ppolyf_u_1k,1,10,10,r_ohm,9707.45,9707.45
mismatch,125,39,ppolyf_u_1k,2,40,80,r_ohm,18958.6,18958.6
mismatch,125,39,ppolyf_u_1k,5,100,500,r_ohm,18756.7,18756.7
mismatch,125,39,ppolyf_u_2k,1,10,10,r_ohm,18621.6,18621.6
mismatch,125,39,ppolyf_u_2k,2,40,80,r_ohm,35812.1,35812.1
mismatch,125,39,ppolyf_u_2k,5,100,500,r_ohm,35210.2,35210.2
mismatch,125,39,ppolyf_u_3k,1,10,10,r_ohm,27907.3,27907.3
mismatch,125,39,ppolyf_u_3k,2,40,80,r_ohm,53705.9,53705.9
mismatch,125,39,ppolyf_u_3k,5,100,500,r_ohm,52810.5,52810.5
mismatch,125,39,ppolyf_u,1,10,10,r_ohm,3789.6,3789.6
mismatch,125,39,ppolyf_u,2,40,80,r_ohm,7221.82,7221.82
mismatch,125,39,ppolyf_u,5,100,500,r_ohm,7078.87,7078.87
mismatch,125,39,nfet_03v3,5,0.5,2.5,vgs_v,0.700337,0.699892
mismatch,125,39,nfet_03v3,10,1.0,10,vgs_v,0.691852,0.688943
mismatch,125,39,nfet_03v3,20,2.0,40,vgs_v,0.677789,0.680126
mismatch,125,39,pfet_03v3,5,0.5,2.5,vgs_v,0.922115,0.920785
mismatch,125,39,pfet_03v3,10,1.0,10,vgs_v,0.95305,0.952761
mismatch,125,39,pfet_03v3,20,2.0,40,vgs_v,0.962638,0.962135
mismatch,125,40,ppolyf_u_1k,1,10,10,r_ohm,9707.45,9707.45
mismatch,125,40,ppolyf_u_1k,2,40,80,r_ohm,18958.6,18958.6
mismatch,125,40,ppolyf_u_1k,5,100,500,r_ohm,18756.7,18756.7
mismatch,125,40,ppolyf_u_2k,1,10,10,r_ohm,18621.6,18621.6
mismatch,125,40,ppolyf_u_2k,2,40,80,r_ohm,35812.1,35812.1
mismatch,125,40,ppolyf_u_2k,5,100,500,r_ohm,35210.2,35210.2
mismatch,125,40,ppolyf_u_3k,1,10,10,r_ohm,27907.3,27907.3
mismatch,125,40,ppolyf_u_3k,2,40,80,r_ohm,53705.9,53705.9
mismatch,125,40,ppolyf_u_3k,5,100,500,r_ohm,52810.5,52810.5
mismatch,125,40,ppolyf_u,1,10,10,r_ohm,3789.6,3789.6
mismatch,125,40,ppolyf_u,2,40,80,r_ohm,7221.82,7221.82
mismatch,125,40,ppolyf_u,5,100,500,r_ohm,7078.87,7078.87
mismatch,125,40,nfet_03v3,5,0.5,2.5,vgs_v,0.694451,0.698589
mismatch,125,40,nfet_03v3,10,1.0,10,vgs_v,0.690438,0.688366
mismatch,125,40,nfet_03v3,20,2.0,40,vgs_v,0.678628,0.67757
mismatch,125,40,pfet_03v3,5,0.5,2.5,vgs_v,0.925035,0.926251
mismatch,125,40,pfet_03v3,10,1.0,10,vgs_v,0.951928,0.951708
mismatch,125,40,pfet_03v3,20,2.0,40,vgs_v,0.963333,0.961727
mismatch,125,41,ppolyf_u_1k,1,10,10,r_ohm,9707.45,9707.45
mismatch,125,41,ppolyf_u_1k,2,40,80,r_ohm,18958.6,18958.6
mismatch,125,41,ppolyf_u_1k,5,100,500,r_ohm,18756.7,18756.7
mismatch,125,41,ppolyf_u_2k,1,10,10,r_ohm,18621.6,18621.6
mismatch,125,41,ppolyf_u_2k,2,40,80,r_ohm,35812.1,35812.1
mismatch,125,41,ppolyf_u_2k,5,100,500,r_ohm,35210.2,35210.2
mismatch,125,41,ppolyf_u_3k,1,10,10,r_ohm,27907.3,27907.3
mismatch,125,41,ppolyf_u_3k,2,40,80,r_ohm,53705.9,53705.9
mismatch,125,41,ppolyf_u_3k,5,100,500,r_ohm,52810.5,52810.5
mismatch,125,41,ppolyf_u,1,10,10,r_ohm,3789.6,3789.6
mismatch,125,41,ppolyf_u,2,40,80,r_ohm,7221.82,7221.82
mismatch,125,41,ppolyf_u,5,100,500,r_ohm,7078.87,7078.87
mismatch,125,41,nfet_03v3,5,0.5,2.5,vgs_v,0.693701,0.702508
mismatch,125,41,nfet_03v3,10,1.0,10,vgs_v,0.689962,0.685894
mismatch,125,41,nfet_03v3,20,2.0,40,vgs_v,0.678282,0.678922
mismatch,125,41,pfet_03v3,5,0.5,2.5,vgs_v,0.921008,0.923071
mismatch,125,41,pfet_03v3,10,1.0,10,vgs_v,0.954216,0.946608
mismatch,125,41,pfet_03v3,20,2.0,40,vgs_v,0.963249,0.961566
mismatch,125,42,ppolyf_u_1k,1,10,10,r_ohm,9707.45,9707.45
mismatch,125,42,ppolyf_u_1k,2,40,80,r_ohm,18958.6,18958.6
mismatch,125,42,ppolyf_u_1k,5,100,500,r_ohm,18756.7,18756.7
mismatch,125,42,ppolyf_u_2k,1,10,10,r_ohm,18621.6,18621.6
mismatch,125,42,ppolyf_u_2k,2,40,80,r_ohm,35812.1,35812.1
mismatch,125,42,ppolyf_u_2k,5,100,500,r_ohm,35210.2,35210.2
mismatch,125,42,ppolyf_u_3k,1,10,10,r_ohm,27907.3,27907.3
mismatch,125,42,ppolyf_u_3k,2,40,80,r_ohm,53705.9,53705.9
mismatch,125,42,ppolyf_u_3k,5,100,500,r_ohm,52810.5,52810.5
mismatch,125,42,ppolyf_u,1,10,10,r_ohm,3789.6,3789.6
mismatch,125,42,ppolyf_u,2,40,80,r_ohm,7221.82,7221.82
mismatch,125,42,ppolyf_u,5,100,500,r_ohm,7078.87,7078.87
mismatch,125,42,nfet_03v3,5,0.5,2.5,vgs_v,0.703416,0.70033
mismatch,125,42,nfet_03v3,10,1.0,10,vgs_v,0.689571,0.687601
mismatch,125,42,nfet_03v3,20,2.0,40,vgs_v,0.677398,0.679398
mismatch,125,42,pfet_03v3,5,0.5,2.5,vgs_v,0.921066,0.921747
mismatch,125,42,pfet_03v3,10,1.0,10,vgs_v,0.95574,0.949277
mismatch,125,42,pfet_03v3,20,2.0,40,vgs_v,0.962746,0.962354
mismatch,125,43,ppolyf_u_1k,1,10,10,r_ohm,9707.45,9707.45
mismatch,125,43,ppolyf_u_1k,2,40,80,r_ohm,18958.6,18958.6
mismatch,125,43,ppolyf_u_1k,5,100,500,r_ohm,18756.7,18756.7
mismatch,125,43,ppolyf_u_2k,1,10,10,r_ohm,18621.6,18621.6
mismatch,125,43,ppolyf_u_2k,2,40,80,r_ohm,35812.1,35812.1
mismatch,125,43,ppolyf_u_2k,5,100,500,r_ohm,35210.2,35210.2
mismatch,125,43,ppolyf_u_3k,1,10,10,r_ohm,27907.3,27907.3
mismatch,125,43,ppolyf_u_3k,2,40,80,r_ohm,53705.9,53705.9
mismatch,125,43,ppolyf_u_3k,5,100,500,r_ohm,52810.5,52810.5
mismatch,125,43,ppolyf_u,1,10,10,r_ohm,3789.6,3789.6
mismatch,125,43,ppolyf_u,2,40,80,r_ohm,7221.82,7221.82
mismatch,125,43,ppolyf_u,5,100,500,r_ohm,7078.87,7078.87
mismatch,125,43,nfet_03v3,5,0.5,2.5,vgs_v,0.695106,0.692057
mismatch,125,43,nfet_03v3,10,1.0,10,vgs_v,0.69081,0.687644
mismatch,125,43,nfet_03v3,20,2.0,40,vgs_v,0.677923,0.678171
mismatch,125,43,pfet_03v3,5,0.5,2.5,vgs_v,0.921656,0.920868
mismatch,125,43,pfet_03v3,10,1.0,10,vgs_v,0.952773,0.950442
mismatch,125,43,pfet_03v3,20,2.0,40,vgs_v,0.962388,0.962405
mismatch,125,44,ppolyf_u_1k,1,10,10,r_ohm,9707.45,9707.45
mismatch,125,44,ppolyf_u_1k,2,40,80,r_ohm,18958.6,18958.6
mismatch,125,44,ppolyf_u_1k,5,100,500,r_ohm,18756.7,18756.7
mismatch,125,44,ppolyf_u_2k,1,10,10,r_ohm,18621.6,18621.6
mismatch,125,44,ppolyf_u_2k,2,40,80,r_ohm,35812.1,35812.1
mismatch,125,44,ppolyf_u_2k,5,100,500,r_ohm,35210.2,35210.2
mismatch,125,44,ppolyf_u_3k,1,10,10,r_ohm,27907.3,27907.3
mismatch,125,44,ppolyf_u_3k,2,40,80,r_ohm,53705.9,53705.9
mismatch,125,44,ppolyf_u_3k,5,100,500,r_ohm,52810.5,52810.5
mismatch,125,44,ppolyf_u,1,10,10,r_ohm,3789.6,3789.6
mismatch,125,44,ppolyf_u,2,40,80,r_ohm,7221.82,7221.82
mismatch,125,44,ppolyf_u,5,100,500,r_ohm,7078.87,7078.87
mismatch,125,44,nfet_03v3,5,0.5,2.5,vgs_v,0.695274,0.698386
mismatch,125,44,nfet_03v3,10,1.0,10,vgs_v,0.693244,0.689415
mismatch,125,44,nfet_03v3,20,2.0,40,vgs_v,0.678012,0.678027
mismatch,125,44,pfet_03v3,5,0.5,2.5,vgs_v,0.923536,0.916304
mismatch,125,44,pfet_03v3,10,1.0,10,vgs_v,0.951958,0.953456
mismatch,125,44,pfet_03v3,20,2.0,40,vgs_v,0.963234,0.961832
mismatch,125,45,ppolyf_u_1k,1,10,10,r_ohm,9707.45,9707.45
mismatch,125,45,ppolyf_u_1k,2,40,80,r_ohm,18958.6,18958.6
mismatch,125,45,ppolyf_u_1k,5,100,500,r_ohm,18756.7,18756.7
mismatch,125,45,ppolyf_u_2k,1,10,10,r_ohm,18621.6,18621.6
mismatch,125,45,ppolyf_u_2k,2,40,80,r_ohm,35812.1,35812.1
mismatch,125,45,ppolyf_u_2k,5,100,500,r_ohm,35210.2,35210.2
mismatch,125,45,ppolyf_u_3k,1,10,10,r_ohm,27907.3,27907.3
mismatch,125,45,ppolyf_u_3k,2,40,80,r_ohm,53705.9,53705.9
mismatch,125,45,ppolyf_u_3k,5,100,500,r_ohm,52810.5,52810.5
mismatch,125,45,ppolyf_u,1,10,10,r_ohm,3789.6,3789.6
mismatch,125,45,ppolyf_u,2,40,80,r_ohm,7221.82,7221.82
mismatch,125,45,ppolyf_u,5,100,500,r_ohm,7078.87,7078.87
mismatch,125,45,nfet_03v3,5,0.5,2.5,vgs_v,0.704735,0.69988
mismatch,125,45,nfet_03v3,10,1.0,10,vgs_v,0.692724,0.69021
mismatch,125,45,nfet_03v3,20,2.0,40,vgs_v,0.677548,0.677618
mismatch,125,45,pfet_03v3,5,0.5,2.5,vgs_v,0.920059,0.921033
mismatch,125,45,pfet_03v3,10,1.0,10,vgs_v,0.951166,0.953964
mismatch,125,45,pfet_03v3,20,2.0,40,vgs_v,0.962896,0.962751
mismatch,125,46,ppolyf_u_1k,1,10,10,r_ohm,9707.45,9707.45
mismatch,125,46,ppolyf_u_1k,2,40,80,r_ohm,18958.6,18958.6
mismatch,125,46,ppolyf_u_1k,5,100,500,r_ohm,18756.7,18756.7
mismatch,125,46,ppolyf_u_2k,1,10,10,r_ohm,18621.6,18621.6
mismatch,125,46,ppolyf_u_2k,2,40,80,r_ohm,35812.1,35812.1
mismatch,125,46,ppolyf_u_2k,5,100,500,r_ohm,35210.2,35210.2
mismatch,125,46,ppolyf_u_3k,1,10,10,r_ohm,27907.3,27907.3
mismatch,125,46,ppolyf_u_3k,2,40,80,r_ohm,53705.9,53705.9
mismatch,125,46,ppolyf_u_3k,5,100,500,r_ohm,52810.5,52810.5
mismatch,125,46,ppolyf_u,1,10,10,r_ohm,3789.6,3789.6
mismatch,125,46,ppolyf_u,2,40,80,r_ohm,7221.82,7221.82
mismatch,125,46,ppolyf_u,5,100,500,r_ohm,7078.87,7078.87
mismatch,125,46,nfet_03v3,5,0.5,2.5,vgs_v,0.701425,0.698228
mismatch,125,46,nfet_03v3,10,1.0,10,vgs_v,0.688614,0.688795
mismatch,125,46,nfet_03v3,20,2.0,40,vgs_v,0.678392,0.677476
mismatch,125,46,pfet_03v3,5,0.5,2.5,vgs_v,0.921644,0.925022
mismatch,125,46,pfet_03v3,10,1.0,10,vgs_v,0.952478,0.951906
mismatch,125,46,pfet_03v3,20,2.0,40,vgs_v,0.962997,0.962991
mismatch,125,47,ppolyf_u_1k,1,10,10,r_ohm,9707.45,9707.45
mismatch,125,47,ppolyf_u_1k,2,40,80,r_ohm,18958.6,18958.6
mismatch,125,47,ppolyf_u_1k,5,100,500,r_ohm,18756.7,18756.7
mismatch,125,47,ppolyf_u_2k,1,10,10,r_ohm,18621.6,18621.6
mismatch,125,47,ppolyf_u_2k,2,40,80,r_ohm,35812.1,35812.1
mismatch,125,47,ppolyf_u_2k,5,100,500,r_ohm,35210.2,35210.2
mismatch,125,47,ppolyf_u_3k,1,10,10,r_ohm,27907.3,27907.3
mismatch,125,47,ppolyf_u_3k,2,40,80,r_ohm,53705.9,53705.9
mismatch,125,47,ppolyf_u_3k,5,100,500,r_ohm,52810.5,52810.5
mismatch,125,47,ppolyf_u,1,10,10,r_ohm,3789.6,3789.6
mismatch,125,47,ppolyf_u,2,40,80,r_ohm,7221.82,7221.82
mismatch,125,47,ppolyf_u,5,100,500,r_ohm,7078.87,7078.87
mismatch,125,47,nfet_03v3,5,0.5,2.5,vgs_v,0.697396,0.705848
mismatch,125,47,nfet_03v3,10,1.0,10,vgs_v,0.689811,0.686212
mismatch,125,47,nfet_03v3,20,2.0,40,vgs_v,0.678487,0.67821
mismatch,125,47,pfet_03v3,5,0.5,2.5,vgs_v,0.925828,0.916255
mismatch,125,47,pfet_03v3,10,1.0,10,vgs_v,0.951925,0.950891
mismatch,125,47,pfet_03v3,20,2.0,40,vgs_v,0.962089,0.963302
mismatch,125,48,ppolyf_u_1k,1,10,10,r_ohm,9707.45,9707.45
mismatch,125,48,ppolyf_u_1k,2,40,80,r_ohm,18958.6,18958.6
mismatch,125,48,ppolyf_u_1k,5,100,500,r_ohm,18756.7,18756.7
mismatch,125,48,ppolyf_u_2k,1,10,10,r_ohm,18621.6,18621.6
mismatch,125,48,ppolyf_u_2k,2,40,80,r_ohm,35812.1,35812.1
mismatch,125,48,ppolyf_u_2k,5,100,500,r_ohm,35210.2,35210.2
mismatch,125,48,ppolyf_u_3k,1,10,10,r_ohm,27907.3,27907.3
mismatch,125,48,ppolyf_u_3k,2,40,80,r_ohm,53705.9,53705.9
mismatch,125,48,ppolyf_u_3k,5,100,500,r_ohm,52810.5,52810.5
mismatch,125,48,ppolyf_u,1,10,10,r_ohm,3789.6,3789.6
mismatch,125,48,ppolyf_u,2,40,80,r_ohm,7221.82,7221.82
mismatch,125,48,ppolyf_u,5,100,500,r_ohm,7078.87,7078.87
mismatch,125,48,nfet_03v3,5,0.5,2.5,vgs_v,0.689801,0.691322
mismatch,125,48,nfet_03v3,10,1.0,10,vgs_v,0.68877,0.692102
mismatch,125,48,nfet_03v3,20,2.0,40,vgs_v,0.677404,0.679882
mismatch,125,48,pfet_03v3,5,0.5,2.5,vgs_v,0.922003,0.917839
mismatch,125,48,pfet_03v3,10,1.0,10,vgs_v,0.950279,0.952635
mismatch,125,48,pfet_03v3,20,2.0,40,vgs_v,0.963877,0.962679
mismatch,125,49,ppolyf_u_1k,1,10,10,r_ohm,9707.45,9707.45
mismatch,125,49,ppolyf_u_1k,2,40,80,r_ohm,18958.6,18958.6
mismatch,125,49,ppolyf_u_1k,5,100,500,r_ohm,18756.7,18756.7
mismatch,125,49,ppolyf_u_2k,1,10,10,r_ohm,18621.6,18621.6
mismatch,125,49,ppolyf_u_2k,2,40,80,r_ohm,35812.1,35812.1
mismatch,125,49,ppolyf_u_2k,5,100,500,r_ohm,35210.2,35210.2
mismatch,125,49,ppolyf_u_3k,1,10,10,r_ohm,27907.3,27907.3
mismatch,125,49,ppolyf_u_3k,2,40,80,r_ohm,53705.9,53705.9
mismatch,125,49,ppolyf_u_3k,5,100,500,r_ohm,52810.5,52810.5
mismatch,125,49,ppolyf_u,1,10,10,r_ohm,3789.6,3789.6
mismatch,125,49,ppolyf_u,2,40,80,r_ohm,7221.82,7221.82
mismatch,125,49,ppolyf_u,5,100,500,r_ohm,7078.87,7078.87
mismatch,125,49,nfet_03v3,5,0.5,2.5,vgs_v,0.698801,0.700616
mismatch,125,49,nfet_03v3,10,1.0,10,vgs_v,0.687396,0.690328
mismatch,125,49,nfet_03v3,20,2.0,40,vgs_v,0.678788,0.679483
mismatch,125,49,pfet_03v3,5,0.5,2.5,vgs_v,0.929821,0.925268
mismatch,125,49,pfet_03v3,10,1.0,10,vgs_v,0.95157,0.952963
mismatch,125,49,pfet_03v3,20,2.0,40,vgs_v,0.961386,0.963315
