device,corner,temp_c,vin_v,l_um,w_mm,metric,vsd_v,id_a,rds_ohm,rdsw_ohm_mm,vd_v
pfet_06v0,ff,125,2.10,0.55u,16,drop_at_100mA,0.109919,0.1,1.09919,17.5871,1.99008
pfet_06v0,ff,125,2.10,0.55u,16,rlin_at_50mV,0.05,0.0467061,1.07052,17.1284,2.05
pfet_06v0,ff,125,2.10,0.70u,1,drop_at_50mA,8.82929,0.05,176.586,176.586,-6.72929
pfet_06v0,ff,125,2.10,0.70u,1,drop_at_100mA,10.4099,0.1,104.099,104.099,-8.30989
pfet_06v0,ff,125,2.10,0.70u,1,rlin_at_50mV,0.05,0.00217338,23.0057,23.0057,2.05
pfet_06v0,ff,125,2.10,0.70u,2,drop_at_50mA,0.919088,0.05,18.3818,36.7635,1.18091
pfet_06v0,ff,125,2.10,0.70u,2,drop_at_100mA,8.82929,0.1,88.2929,176.586,-6.72929
pfet_06v0,ff,125,2.10,0.70u,2,rlin_at_50mV,0.05,0.00434675,11.5028,23.0057,2.05
pfet_06v0,ff,125,2.10,0.70u,4,drop_at_50mA,0.327684,0.05,6.55368,26.2147,1.77232
pfet_06v0,ff,125,2.10,0.70u,4,drop_at_100mA,0.919088,0.1,9.19088,36.7635,1.18091
pfet_06v0,ff,125,2.10,0.70u,4,rlin_at_50mV,0.05,0.00869351,5.75142,23.0057,2.05
pfet_06v0,ff,125,2.10,0.70u,8,drop_at_50mA,0.150498,0.05,3.00997,24.0797,1.9495
pfet_06v0,ff,125,2.10,0.70u,8,drop_at_100mA,0.327684,0.1,3.27684,26.2147,1.77232
pfet_06v0,ff,125,2.10,0.70u,8,rlin_at_50mV,0.05,0.017387,2.87571,23.0057,2.05
pfet_06v0,ff,125,2.10,0.70u,16,drop_at_50mA,0.0726241,0.05,1.45248,23.2397,2.02738
pfet_06v0,ff,125,2.10,0.70u,16,drop_at_100mA,0.150498,0.1,1.50498,24.0797,1.9495
pfet_06v0,ff,125,2.10,0.70u,16,rlin_at_50mV,0.05,0.034774,1.43785,23.0057,2.05
pfet_06v0,ff,125,2.10,1.20u,1,drop_at_50mA,10.5164,0.05,210.327,210.327,-8.41636
pfet_06v0,ff,125,2.10,1.20u,1,drop_at_100mA,12.0012,0.1,120.012,120.012,-9.90121
pfet_06v0,ff,125,2.10,1.20u,1,rlin_at_50mV,0.05,0.00116357,42.9714,42.9714,2.05
pfet_06v0,ff,125,2.10,1.20u,2,drop_at_50mA,8.94934,0.05,178.987,357.974,-6.84934
pfet_06v0,ff,125,2.10,1.20u,2,drop_at_100mA,10.5164,0.1,105.164,210.327,-8.41636
pfet_06v0,ff,125,2.10,1.20u,2,rlin_at_50mV,0.05,0.00232713,21.4857,42.9714,2.05
pfet_06v0,ff,125,2.10,1.20u,4,drop_at_50mA,0.831169,0.05,16.6234,66.4935,1.26883
pfet_06v0,ff,125,2.10,1.20u,4,drop_at_100mA,8.94934,0.1,89.4934,357.974,-6.84934
pfet_06v0,ff,125,2.10,1.20u,4,rlin_at_50mV,0.05,0.00465426,10.7428,42.9714,2.05
pfet_06v0,ff,125,2.10,1.20u,8,drop_at_50mA,0.303927,0.05,6.07854,48.6284,1.79607
pfet_06v0,ff,125,2.10,1.20u,8,drop_at_100mA,0.831169,0.1,8.31169,66.4935,1.26883
pfet_06v0,ff,125,2.10,1.20u,8,rlin_at_50mV,0.05,0.00930852,5.37142,42.9714,2.05
pfet_06v0,ff,125,2.10,1.20u,16,drop_at_50mA,0.140086,0.05,2.80173,44.8276,1.95991
pfet_06v0,ff,125,2.10,1.20u,16,drop_at_100mA,0.303927,0.1,3.03927,48.6284,1.79607
pfet_06v0,ff,125,2.10,1.20u,16,rlin_at_50mV,0.05,0.018617,2.68571,42.9714,2.05
pfet_06v0,ff,125,2.97,0.55u,1,drop_at_50mA,0.754098,0.05,15.082,15.082,2.2159
pfet_06v0,ff,125,2.97,0.55u,1,drop_at_100mA,7.58189,0.1,75.8189,75.8189,-4.61189
pfet_06v0,ff,125,2.97,0.55u,1,rlin_at_50mV,0.05,0.00414921,12.0505,12.0505,2.92
pfet_06v0,ff,125,2.97,0.55u,2,drop_at_50mA,0.327767,0.05,6.55534,13.1107,2.64223
pfet_06v0,ff,125,2.97,0.55u,2,drop_at_100mA,0.754098,0.1,7.54098,15.082,2.2159
pfet_06v0,ff,125,2.97,0.55u,2,rlin_at_50mV,0.05,0.00829842,6.02524,12.0505,2.92
pfet_06v0,ff,125,2.97,0.55u,4,drop_at_50mA,0.155441,0.05,3.10882,12.4353,2.81456
pfet_06v0,ff,125,2.97,0.55u,4,drop_at_100mA,0.327767,0.1,3.27767,13.1107,2.64223
pfet_06v0,ff,125,2.97,0.55u,4,rlin_at_50mV,0.05,0.0165968,3.01262,12.0505,2.92
pfet_06v0,ff,125,2.97,0.55u,8,drop_at_50mA,0.0758944,0.05,1.51789,12.1431,2.89411
pfet_06v0,ff,125,2.97,0.55u,8,drop_at_100mA,0.155441,0.1,1.55441,12.4353,2.81456
pfet_06v0,ff,125,2.97,0.55u,8,rlin_at_50mV,0.05,0.0331937,1.50631,12.0505,2.92
pfet_06v0,ff,125,2.97,0.55u,16,drop_at_50mA,0.0375196,0.05,0.750392,12.0063,2.93248
pfet_06v0,ff,125,2.97,0.55u,16,drop_at_100mA,0.0758944,0.1,0.758944,12.1431,2.89411
pfet_06v0,ff,125,2.97,0.55u,16,rlin_at_50mV,0.05,0.0663874,0.753155,12.0505,2.92
pfet_06v0,ff,125,2.97,0.70u,1,drop_at_50mA,1.17259,0.05,23.4518,23.4518,1.79741
pfet_06v0,ff,125,2.97,0.70u,1,drop_at_100mA,9.24312,0.1,92.4312,92.4312,-6.27312
pfet_06v0,ff,125,2.97,0.70u,1,rlin_at_50mV,0.05,0.00312981,15.9754,15.9754,2.92
pfet_06v0,ff,125,2.97,0.70u,2,drop_at_50mA,0.452377,0.05,9.04753,18.0951,2.51762
pfet_06v0,ff,125,2.97,0.70u,2,drop_at_100mA,1.17259,0.1,11.7259,23.4518,1.79741
pfet_06v0,ff,125,2.97,0.70u,2,rlin_at_50mV,0.05,0.00625963,7.9877,15.9754,2.92
pfet_06v0,ff,125,2.97,0.70u,4,drop_at_50mA,0.209503,0.05,4.19006,16.7602,2.7605
pfet_06v0,ff,125,2.97,0.70u,4,drop_at_100mA,0.452377,0.1,4.52377,18.0951,2.51762
pfet_06v0,ff,125,2.97,0.70u,4,rlin_at_50mV,0.05,0.0125193,3.99385,15.9754,2.92
pfet_06v0,ff,125,2.97,0.70u,8,drop_at_50mA,0.101381,0.05,2.02763,16.221,2.86862
pfet_06v0,ff,125,2.97,0.70u,8,drop_at_100mA,0.209503,0.1,2.09503,16.7602,2.7605
pfet_06v0,ff,125,2.97,0.70u,8,rlin_at_50mV,0.05,0.0250385,1.99692,15.9754,2.92
pfet_06v0,ff,125,2.97,0.70u,16,drop_at_50mA,0.049922,0.05,0.998439,15.975,2.92008
pfet_06v0,ff,125,2.97,0.70u,16,drop_at_100mA,0.101381,0.1,1.01381,16.221,2.86862
pfet_06v0,ff,125,2.97,0.70u,16,rlin_at_50mV,0.05,0.050077,0.998462,15.9754,2.92
pfet_06v0,ff,125,2.97,1.20u,1,drop_at_50mA,9.23544,0.05,184.709,184.709,-6.26544
pfet_06v0,ff,125,2.97,1.20u,1,drop_at_100mA,10.8834,0.1,108.834,108.834,-7.91341
pfet_06v0,ff,125,2.97,1.20u,1,rlin_at_50mV,0.05,0.00170716,29.2884,29.2884,2.92
pfet_06v0,ff,125,2.97,1.20u,2,drop_at_50mA,1.02103,0.05,20.4206,40.8413,1.94897
pfet_06v0,ff,125,2.97,1.20u,2,drop_at_100mA,9.23544,0.1,92.3544,184.709,-6.26544
pfet_06v0,ff,125,2.97,1.20u,2,rlin_at_50mV,0.05,0.00341432,14.6442,29.2884,2.92
pfet_06v0,ff,125,2.97,1.20u,4,drop_at_50mA,0.40948,0.05,8.18959,32.7584,2.56052
pfet_06v0,ff,125,2.97,1.20u,4,drop_at_100mA,1.02103,0.1,10.2103,40.8413,1.94897
pfet_06v0,ff,125,2.97,1.20u,4,rlin_at_50mV,0.05,0.00682863,7.32211,29.2884,2.92
pfet_06v0,ff,125,2.97,1.20u,8,drop_at_50mA,0.191023,0.05,3.82046,30.5637,2.77898
pfet_06v0,ff,125,2.97,1.20u,8,drop_at_100mA,0.40948,0.1,4.0948,32.7584,2.56052
pfet_06v0,ff,125,2.97,1.20u,8,rlin_at_50mV,0.05,0.0136573,3.66106,29.2884,2.92
pfet_06v0,ff,125,2.97,1.20u,16,drop_at_50mA,0.0926996,0.05,1.85399,29.6639,2.8773
pfet_06v0,ff,125,2.97,1.20u,16,drop_at_100mA,0.191023,0.1,1.91023,30.5637,2.77898
pfet_06v0,ff,125,2.97,1.20u,16,rlin_at_50mV,0.05,0.0273145,1.83053,29.2884,2.92
pfet_06v0,ff,125,3.30,0.55u,1,drop_at_50mA,0.64761,0.05,12.9522,12.9522,2.65239
pfet_06v0,ff,125,3.30,0.55u,1,drop_at_100mA,2.41722,0.1,24.1722,24.1722,0.882782
pfet_06v0,ff,125,3.30,0.55u,1,rlin_at_50mV,0.05,0.004561,10.9625,10.9625,3.25
pfet_06v0,ff,125,3.30,0.55u,2,drop_at_50mA,0.292602,0.05,5.85205,11.7041,3.0074
pfet_06v0,ff,125,3.30,0.55u,2,drop_at_100mA,0.64761,0.1,6.4761,12.9522,2.65239
pfet_06v0,ff,125,3.30,0.55u,2,rlin_at_50mV,0.05,0.009122,5.48125,10.9625,3.25
pfet_06v0,ff,125,3.30,0.55u,4,drop_at_50mA,0.140367,0.05,2.80734,11.2294,3.15963
pfet_06v0,ff,125,3.30,0.55u,4,drop_at_100mA,0.292602,0.1,2.92602,11.7041,3.0074
pfet_06v0,ff,125,3.30,0.55u,4,rlin_at_50mV,0.05,0.018244,2.74063,10.9625,3.25
pfet_06v0,ff,125,3.30,0.55u,8,drop_at_50mA,0.0688583,0.05,1.37717,11.0173,3.23114
pfet_06v0,ff,125,3.30,0.55u,8,drop_at_100mA,0.140367,0.1,1.40367,11.2294,3.15963
pfet_06v0,ff,125,3.30,0.55u,8,rlin_at_50mV,0.05,0.036488,1.37031,10.9625,3.25
pfet_06v0,ff,125,3.30,0.55u,16,drop_at_50mA,0.0341146,0.05,0.682293,10.9167,3.26589
pfet_06v0,ff,125,3.30,0.55u,16,drop_at_100mA,0.0688583,0.1,0.688583,11.0173,3.23114
pfet_06v0,ff,125,3.30,0.55u,16,rlin_at_50mV,0.05,0.072976,0.685157,10.9625,3.25
pfet_06v0,ff,125,3.30,0.70u,1,drop_at_50mA,0.935578,0.05,18.7116,18.7116,2.36442
pfet_06v0,ff,125,3.30,0.70u,1,drop_at_100mA,8.70098,0.1,87.0098,87.0098,-5.40098
pfet_06v0,ff,125,3.30,0.70u,1,rlin_at_50mV,0.05,0.00345228,14.4832,14.4832,3.25
pfet_06v0,ff,125,3.30,0.70u,2,drop_at_50mA,0.398079,0.05,7.96158,15.9232,2.90192
pfet_06v0,ff,125,3.30,0.70u,2,drop_at_100mA,0.935578,0.1,9.35578,18.7116,2.36442
pfet_06v0,ff,125,3.30,0.70u,2,rlin_at_50mV,0.05,0.00690455,7.2416,14.4832,3.25
pfet_06v0,ff,125,3.30,0.70u,4,drop_at_50mA,0.187812,0.05,3.75625,15.025,3.11219
pfet_06v0,ff,125,3.30,0.70u,4,drop_at_100mA,0.398079,0.1,3.98079,15.9232,2.90192
pfet_06v0,ff,125,3.30,0.70u,4,rlin_at_50mV,0.05,0.0138091,3.6208,14.4832,3.25
pfet_06v0,ff,125,3.30,0.70u,8,drop_at_50mA,0.0915174,0.05,1.83035,14.6428,3.20848
pfet_06v0,ff,125,3.30,0.70u,8,drop_at_100mA,0.187812,0.1,1.87812,15.025,3.11219
pfet_06v0,ff,125,3.30,0.70u,8,rlin_at_50mV,0.05,0.0276182,1.8104,14.4832,3.25
pfet_06v0,ff,125,3.30,0.70u,16,drop_at_50mA,0.045203,0.05,0.90406,14.465,3.2548
pfet_06v0,ff,125,3.30,0.70u,16,drop_at_100mA,0.0915174,0.1,0.915174,14.6428,3.20848
pfet_06v0,ff,125,3.30,0.70u,16,rlin_at_50mV,0.05,0.0552364,0.9052,14.4832,3.25
pfet_06v0,ff,125,3.30,1.20u,1,drop_at_50mA,8.61424,0.05,172.285,172.285,-5.31424
pfet_06v0,ff,125,3.30,1.20u,1,drop_at_100mA,10.6263,0.1,106.263,106.263,-7.32631
pfet_06v0,ff,125,3.30,1.20u,1,rlin_at_50mV,0.05,0.00189249,26.4202,26.4202,3.25
pfet_06v0,ff,125,3.30,1.20u,2,drop_at_50mA,0.826056,0.05,16.5211,33.0422,2.47394
pfet_06v0,ff,125,3.30,1.20u,2,drop_at_100mA,8.61424,0.1,86.1424,172.285,-5.31424
pfet_06v0,ff,125,3.30,1.20u,2,rlin_at_50mV,0.05,0.00378499,13.2101,26.4202,3.25
pfet_06v0,ff,125,3.30,1.20u,4,drop_at_50mA,0.359173,0.05,7.18347,28.7339,2.94083
pfet_06v0,ff,125,3.30,1.20u,4,drop_at_100mA,0.826056,0.1,8.26056,33.0422,2.47394
pfet_06v0,ff,125,3.30,1.20u,4,rlin_at_50mV,0.05,0.00756997,6.60504,26.4202,3.25
pfet_06v0,ff,125,3.30,1.20u,8,drop_at_50mA,0.170495,0.05,3.4099,27.2792,3.12951
pfet_06v0,ff,125,3.30,1.20u,8,drop_at_100mA,0.359173,0.1,3.59173,28.7339,2.94083
pfet_06v0,ff,125,3.30,1.20u,8,rlin_at_50mV,0.05,0.0151399,3.30252,26.4202,3.25
pfet_06v0,ff,125,3.30,1.20u,16,drop_at_50mA,0.0832888,0.05,1.66578,26.6524,3.21671
pfet_06v0,ff,125,3.30,1.20u,16,drop_at_100mA,0.170495,0.1,1.70495,27.2792,3.12951
pfet_06v0,ff,125,3.30,1.20u,16,rlin_at_50mV,0.05,0.0302799,1.65126,26.4202,3.25
pfet_06v0,ff,125,3.63,0.55u,1,drop_at_50mA,0.576157,0.05,11.5231,11.5231,3.05384
pfet_06v0,ff,125,3.63,0.55u,1,drop_at_100mA,1.49974,0.1,14.9974,14.9974,2.13026
pfet_06v0,ff,125,3.63,0.55u,1,rlin_at_50mV,0.05,0.00494878,10.1035,10.1035,3.58
pfet_06v0,ff,125,3.63,0.55u,2,drop_at_50mA,0.266253,0.05,5.32506,10.6501,3.36375
pfet_06v0,ff,125,3.63,0.55u,2,drop_at_100mA,0.576157,0.1,5.76157,11.5231,3.05384
pfet_06v0,ff,125,3.63,0.55u,2,rlin_at_50mV,0.05,0.00989757,5.05175,10.1035,3.58
pfet_06v0,ff,125,3.63,0.55u,4,drop_at_50mA,0.128713,0.05,2.57426,10.297,3.50129
pfet_06v0,ff,125,3.63,0.55u,4,drop_at_100mA,0.266253,0.1,2.66253,10.6501,3.36375
pfet_06v0,ff,125,3.63,0.55u,4,rlin_at_50mV,0.05,0.0197951,2.52587,10.1035,3.58
pfet_06v0,ff,125,3.63,0.55u,8,drop_at_50mA,0.0633493,0.05,1.26699,10.1359,3.56665
pfet_06v0,ff,125,3.63,0.55u,8,drop_at_100mA,0.128713,0.1,1.28713,10.297,3.50129
pfet_06v0,ff,125,3.63,0.55u,8,rlin_at_50mV,0.05,0.0395903,1.26294,10.1035,3.58
pfet_06v0,ff,125,3.63,0.55u,16,drop_at_50mA,0.0314335,0.05,0.628669,10.0587,3.59857
pfet_06v0,ff,125,3.63,0.55u,16,drop_at_100mA,0.0633493,0.1,0.633493,10.1359,3.56665
pfet_06v0,ff,125,3.63,0.55u,16,rlin_at_50mV,0.05,0.0791806,0.631468,10.1035,3.58
pfet_06v0,ff,125,3.63,0.70u,1,drop_at_50mA,0.806843,0.05,16.1369,16.1369,2.82316
pfet_06v0,ff,125,3.63,0.70u,1,drop_at_100mA,7.30821,0.1,73.0821,73.0821,-3.67821
pfet_06v0,ff,125,3.63,0.70u,1,rlin_at_50mV,0.05,0.00375691,13.3088,13.3088,3.58
pfet_06v0,ff,125,3.63,0.70u,2,drop_at_50mA,0.358746,0.05,7.17493,14.3499,3.27125
pfet_06v0,ff,125,3.63,0.70u,2,drop_at_100mA,0.806843,0.1,8.06843,16.1369,2.82316
pfet_06v0,ff,125,3.63,0.70u,2,rlin_at_50mV,0.05,0.00751383,6.6544,13.3088,3.58
pfet_06v0,ff,125,3.63,0.70u,4,drop_at_50mA,0.171271,0.05,3.42541,13.7017,3.45873
pfet_06v0,ff,125,3.63,0.70u,4,drop_at_100mA,0.358746,0.1,3.58746,14.3499,3.27125
pfet_06v0,ff,125,3.63,0.70u,4,rlin_at_50mV,0.05,0.0150277,3.3272,13.3088,3.58
pfet_06v0,ff,125,3.63,0.70u,8,drop_at_50mA,0.0838531,0.05,1.67706,13.4165,3.54615
pfet_06v0,ff,125,3.63,0.70u,8,drop_at_100mA,0.171271,0.1,1.71271,13.7017,3.45873
pfet_06v0,ff,125,3.63,0.70u,8,rlin_at_50mV,0.05,0.0300553,1.6636,13.3088,3.58
pfet_06v0,ff,125,3.63,0.70u,16,drop_at_50mA,0.0415063,0.05,0.830126,13.282,3.58849
pfet_06v0,ff,125,3.63,0.70u,16,drop_at_100mA,0.0838531,0.1,0.838531,13.4165,3.54615
pfet_06v0,ff,125,3.63,0.70u,16,rlin_at_50mV,0.05,0.0601106,0.8318,13.3088,3.58
pfet_06v0,ff,125,3.63,1.20u,1,drop_at_50mA,5.00529,0.05,100.106,100.106,-1.37529
pfet_06v0,ff,125,3.63,1.20u,1,drop_at_100mA,10.4022,0.1,104.022,104.022,-6.77216
pfet_06v0,ff,125,3.63,1.20u,1,rlin_at_50mV,0.05,0.00206848,24.1724,24.1724,3.58
pfet_06v0,ff,125,3.63,1.20u,2,drop_at_50mA,0.714387,0.05,14.2877,28.5755,2.91561
pfet_06v0,ff,125,3.63,1.20u,2,drop_at_100mA,5.00529,0.1,50.0529,100.106,-1.37529
pfet_06v0,ff,125,3.63,1.20u,2,rlin_at_50mV,0.05,0.00413695,12.0862,24.1724,3.58
pfet_06v0,ff,125,3.63,1.20u,4,drop_at_50mA,0.322707,0.05,6.45415,25.8166,3.30729
pfet_06v0,ff,125,3.63,1.20u,4,drop_at_100mA,0.714387,0.1,7.14387,28.5755,2.91561
pfet_06v0,ff,125,3.63,1.20u,4,rlin_at_50mV,0.05,0.00827391,6.04309,24.1724,3.58
pfet_06v0,ff,125,3.63,1.20u,8,drop_at_50mA,0.154882,0.05,3.09765,24.7812,3.47512
pfet_06v0,ff,125,3.63,1.20u,8,drop_at_100mA,0.322707,0.1,3.22707,25.8166,3.30729
pfet_06v0,ff,125,3.63,1.20u,8,rlin_at_50mV,0.05,0.0165478,3.02155,24.1724,3.58
pfet_06v0,ff,125,3.63,1.20u,16,drop_at_50mA,0.0760022,0.05,1.52004,24.3207,3.554
pfet_06v0,ff,125,3.63,1.20u,16,drop_at_100mA,0.154882,0.1,1.54882,24.7812,3.47512
pfet_06v0,ff,125,3.63,1.20u,16,rlin_at_50mV,0.05,0.0330956,1.51077,24.1724,3.58
pfet_06v0,ff,125,4.50,0.55u,1,drop_at_50mA,0.461642,0.05,9.23283,9.23283,4.03836
pfet_06v0,ff,125,4.50,0.55u,1,drop_at_100mA,1.04436,0.1,10.4436,10.4436,3.45564
pfet_06v0,ff,125,4.50,0.55u,1,rlin_at_50mV,0.05,0.00587736,8.50722,8.50722,4.45
pfet_06v0,ff,125,4.50,0.55u,2,drop_at_50mA,0.219884,0.05,4.39767,8.79534,4.28012
pfet_06v0,ff,125,4.50,0.55u,2,drop_at_100mA,0.461642,0.1,4.61642,9.23283,4.03836
pfet_06v0,ff,125,4.50,0.55u,2,rlin_at_50mV,0.05,0.0117547,4.25361,8.50722,4.45
pfet_06v0,ff,125,4.50,0.55u,4,drop_at_50mA,0.107539,0.05,2.15078,8.60312,4.39246
pfet_06v0,ff,125,4.50,0.55u,4,drop_at_100mA,0.219884,0.1,2.19884,8.79534,4.28012
pfet_06v0,ff,125,4.50,0.55u,4,rlin_at_50mV,0.05,0.0235094,2.1268,8.50722,4.45
pfet_06v0,ff,125,4.50,0.55u,8,drop_at_50mA,0.0532032,0.05,1.06406,8.51251,4.4468
pfet_06v0,ff,125,4.50,0.55u,8,drop_at_100mA,0.107539,0.1,1.07539,8.60312,4.39246
pfet_06v0,ff,125,4.50,0.55u,8,rlin_at_50mV,0.05,0.0470189,1.0634,8.50722,4.45
pfet_06v0,ff,125,4.50,0.55u,16,drop_at_50mA,0.026464,0.05,0.52928,8.46848,4.47354
pfet_06v0,ff,125,4.50,0.55u,16,drop_at_100mA,0.0532032,0.1,0.532032,8.51251,4.4468
pfet_06v0,ff,125,4.50,0.55u,16,rlin_at_50mV,0.05,0.0940378,0.531701,8.50722,4.45
pfet_06v0,ff,125,4.50,0.70u,1,drop_at_50mA,0.623687,0.05,12.4737,12.4737,3.87631
pfet_06v0,ff,125,4.50,0.70u,1,drop_at_100mA,1.5201,0.1,15.201,15.201,2.9799
pfet_06v0,ff,125,4.50,0.70u,1,rlin_at_50mV,0.05,0.00448997,11.1359,11.1359,4.45
pfet_06v0,ff,125,4.50,0.70u,2,drop_at_50mA,0.291717,0.05,5.83434,11.6687,4.20828
pfet_06v0,ff,125,4.50,0.70u,2,drop_at_100mA,0.623687,0.1,6.23687,12.4737,3.87631
pfet_06v0,ff,125,4.50,0.70u,2,rlin_at_50mV,0.05,0.00897993,5.56797,11.1359,4.45
pfet_06v0,ff,125,4.50,0.70u,4,drop_at_50mA,0.141663,0.05,2.83327,11.3331,4.35834
pfet_06v0,ff,125,4.50,0.70u,4,drop_at_100mA,0.291717,0.1,2.91717,11.6687,4.20828
pfet_06v0,ff,125,4.50,0.70u,4,rlin_at_50mV,0.05,0.0179599,2.78399,11.1359,4.45
pfet_06v0,ff,125,4.50,0.70u,8,drop_at_50mA,0.0698636,0.05,1.39727,11.1782,4.43014
pfet_06v0,ff,125,4.50,0.70u,8,drop_at_100mA,0.141663,0.1,1.41663,11.3331,4.35834
pfet_06v0,ff,125,4.50,0.70u,8,rlin_at_50mV,0.05,0.0359197,1.39199,11.1359,4.45
pfet_06v0,ff,125,4.50,0.70u,16,drop_at_50mA,0.0346987,0.05,0.693975,11.1036,4.4653
pfet_06v0,ff,125,4.50,0.70u,16,drop_at_100mA,0.0698636,0.1,0.698636,11.1782,4.43014
pfet_06v0,ff,125,4.50,0.70u,16,rlin_at_50mV,0.05,0.0718395,0.695996,11.1359,4.45
pfet_06v0,ff,125,4.50,1.20u,1,drop_at_50mA,1.29246,0.05,25.8493,25.8493,3.20754
pfet_06v0,ff,125,4.50,1.20u,1,drop_at_100mA,9.74681,0.1,97.4681,97.4681,-5.24681
pfet_06v0,ff,125,4.50,1.20u,1,rlin_at_50mV,0.05,0.0024953,20.0377,20.0377,4.45
pfet_06v0,ff,125,4.50,1.20u,2,drop_at_50mA,0.551646,0.05,11.0329,22.0658,3.94835
pfet_06v0,ff,125,4.50,1.20u,2,drop_at_100mA,1.29246,0.1,12.9246,25.8493,3.20754
pfet_06v0,ff,125,4.50,1.20u,2,rlin_at_50mV,0.05,0.0049906,10.0188,20.0377,4.45
pfet_06v0,ff,125,4.50,1.20u,4,drop_at_50mA,0.260574,0.05,5.21149,20.8459,4.23943
pfet_06v0,ff,125,4.50,1.20u,4,drop_at_100mA,0.551646,0.1,5.51646,22.0658,3.94835
pfet_06v0,ff,125,4.50,1.20u,4,rlin_at_50mV,0.05,0.0099812,5.00942,20.0377,4.45
pfet_06v0,ff,125,4.50,1.20u,8,drop_at_50mA,0.127042,0.05,2.54083,20.3267,4.37296
pfet_06v0,ff,125,4.50,1.20u,8,drop_at_100mA,0.260574,0.1,2.60574,20.8459,4.23943
pfet_06v0,ff,125,4.50,1.20u,8,rlin_at_50mV,0.05,0.0199624,2.50471,20.0377,4.45
pfet_06v0,ff,125,4.50,1.20u,16,drop_at_50mA,0.0627658,0.05,1.25532,20.085,4.43723
pfet_06v0,ff,125,4.50,1.20u,16,drop_at_100mA,0.127042,0.1,1.27042,20.3267,4.37296
pfet_06v0,ff,125,4.50,1.20u,16,rlin_at_50mV,0.05,0.0399248,1.25235,20.0377,4.45
pfet_06v0,ff,125,5.00,0.55u,1,drop_at_50mA,0.419898,0.05,8.39795,8.39795,4.5801
pfet_06v0,ff,125,5.00,0.55u,1,drop_at_100mA,0.922796,0.1,9.22796,9.22796,4.0772
pfet_06v0,ff,125,5.00,0.55u,1,rlin_at_50mV,0.05,0.00636161,7.85965,7.85965,4.95
pfet_06v0,ff,125,5.00,0.55u,2,drop_at_50mA,0.201849,0.05,4.03698,8.07396,4.79815
pfet_06v0,ff,125,5.00,0.55u,2,drop_at_100mA,0.419898,0.1,4.19898,8.39795,4.5801
pfet_06v0,ff,125,5.00,0.55u,2,rlin_at_50mV,0.05,0.0127232,3.92982,7.85965,4.95
pfet_06v0,ff,125,5.00,0.55u,4,drop_at_50mA,0.0990997,0.05,1.98199,7.92797,4.9009
pfet_06v0,ff,125,5.00,0.55u,4,drop_at_100mA,0.201849,0.1,2.01849,8.07396,4.79815
pfet_06v0,ff,125,5.00,0.55u,4,rlin_at_50mV,0.05,0.0254464,1.96491,7.85965,4.95
pfet_06v0,ff,125,5.00,0.55u,8,drop_at_50mA,0.0491152,0.05,0.982303,7.85842,4.95088
pfet_06v0,ff,125,5.00,0.55u,8,drop_at_100mA,0.0990997,0.1,0.990997,7.92797,4.9009
pfet_06v0,ff,125,5.00,0.55u,8,rlin_at_50mV,0.05,0.0508929,0.982456,7.85965,4.95
pfet_06v0,ff,125,5.00,0.55u,16,drop_at_50mA,0.0244514,0.05,0.489028,7.82445,4.97555
pfet_06v0,ff,125,5.00,0.55u,16,drop_at_100mA,0.0491152,0.1,0.491152,7.85842,4.95088
pfet_06v0,ff,125,5.00,0.55u,16,rlin_at_50mV,0.05,0.101786,0.491228,7.85965,4.95
pfet_06v0,ff,125,5.00,0.70u,1,drop_at_50mA,0.561378,0.05,11.2276,11.2276,4.43862
pfet_06v0,ff,125,5.00,0.70u,1,drop_at_100mA,1.29014,0.1,12.9014,12.9014,3.70986
pfet_06v0,ff,125,5.00,0.70u,1,rlin_at_50mV,0.05,0.00487411,10.2583,10.2583,4.95
pfet_06v0,ff,125,5.00,0.70u,2,drop_at_50mA,0.266265,0.05,5.32531,10.6506,4.73373
pfet_06v0,ff,125,5.00,0.70u,2,drop_at_100mA,0.561378,0.1,5.61378,11.2276,4.43862
pfet_06v0,ff,125,5.00,0.70u,2,rlin_at_50mV,0.05,0.00974823,5.12914,10.2583,4.95
pfet_06v0,ff,125,5.00,0.70u,4,drop_at_50mA,0.130008,0.05,2.60015,10.4006,4.86999
pfet_06v0,ff,125,5.00,0.70u,4,drop_at_100mA,0.266265,0.1,2.66265,10.6506,4.73373
pfet_06v0,ff,125,5.00,0.70u,4,rlin_at_50mV,0.05,0.0194965,2.56457,10.2583,4.95
pfet_06v0,ff,125,5.00,0.70u,8,drop_at_50mA,0.0642714,0.05,1.28543,10.2834,4.93573
pfet_06v0,ff,125,5.00,0.70u,8,drop_at_100mA,0.130008,0.1,1.30008,10.4006,4.86999
pfet_06v0,ff,125,5.00,0.70u,8,rlin_at_50mV,0.05,0.0389929,1.28228,10.2583,4.95
pfet_06v0,ff,125,5.00,0.70u,16,drop_at_50mA,0.0319582,0.05,0.639164,10.2266,4.96804
pfet_06v0,ff,125,5.00,0.70u,16,drop_at_100mA,0.0642714,0.1,0.642714,10.2834,4.93573
pfet_06v0,ff,125,5.00,0.70u,16,rlin_at_50mV,0.05,0.0779858,0.641142,10.2583,4.95
pfet_06v0,ff,125,5.00,1.20u,1,drop_at_50mA,1.10938,0.05,22.1876,22.1876,3.89062
