device,corner,temp_c,vin_v,l_um,w_mm,metric,ioff_a,ioff_per_mm_a
nfet_03v3,sf,125,2.10,0.50u,4,ioff_vgs0,4.18455E-09,1.04614E-09
nfet_03v3,sf,125,2.10,0.50u,8,ioff_vgs0,8.3691E-09,1.04614E-09
nfet_03v3,sf,125,2.10,0.50u,16,ioff_vgs0,1.67382E-08,1.04614E-09
nfet_03v3,sf,125,2.10,1.00u,1,ioff_vgs0,5.81448E-10,5.81448E-10
nfet_03v3,sf,125,2.10,1.00u,2,ioff_vgs0,1.1629E-09,5.81448E-10
nfet_03v3,sf,125,2.10,1.00u,4,ioff_vgs0,2.32579E-09,5.81448E-10
nfet_03v3,sf,125,2.10,1.00u,8,ioff_vgs0,4.65158E-09,5.81448E-10
nfet_03v3,sf,125,2.10,1.00u,16,ioff_vgs0,9.30316E-09,5.81448E-10
nfet_03v3,sf,125,2.97,0.28u,1,ioff_vgs0,3.49014E-08,3.49014E-08
nfet_03v3,sf,125,2.97,0.28u,2,ioff_vgs0,6.98028E-08,3.49014E-08
nfet_03v3,sf,125,2.97,0.28u,4,ioff_vgs0,1.39606E-07,3.49014E-08
nfet_03v3,sf,125,2.97,0.28u,8,ioff_vgs0,2.79211E-07,3.49014E-08
nfet_03v3,sf,125,2.97,0.28u,16,ioff_vgs0,5.58423E-07,3.49014E-08
nfet_03v3,sf,125,2.97,0.50u,1,ioff_vgs0,1.15309E-09,1.15309E-09
nfet_03v3,sf,125,2.97,0.50u,2,ioff_vgs0,2.30619E-09,1.15309E-09
nfet_03v3,sf,125,2.97,0.50u,4,ioff_vgs0,4.61238E-09,1.15309E-09
nfet_03v3,sf,125,2.97,0.50u,8,ioff_vgs0,9.22475E-09,1.15309E-09
nfet_03v3,sf,125,2.97,0.50u,16,ioff_vgs0,1.84495E-08,1.15309E-09
nfet_03v3,sf,125,2.97,1.00u,1,ioff_vgs0,6.12488E-10,6.12488E-10
nfet_03v3,sf,125,2.97,1.00u,2,ioff_vgs0,1.22498E-09,6.12488E-10
nfet_03v3,sf,125,2.97,1.00u,4,ioff_vgs0,2.44995E-09,6.12488E-10
nfet_03v3,sf,125,2.97,1.00u,8,ioff_vgs0,4.8999E-09,6.12488E-10
nfet_03v3,sf,125,2.97,1.00u,16,ioff_vgs0,9.7998E-09,6.12488E-10
nfet_03v3,sf,125,3.30,0.28u,1,ioff_vgs0,4.23306E-08,4.23306E-08
nfet_03v3,sf,125,3.30,0.28u,2,ioff_vgs0,8.46612E-08,4.23306E-08
nfet_03v3,sf,125,3.30,0.28u,4,ioff_vgs0,1.69322E-07,4.23306E-08
nfet_03v3,sf,125,3.30,0.28u,8,ioff_vgs0,3.38645E-07,4.23306E-08
nfet_03v3,sf,125,3.30,0.28u,16,ioff_vgs0,6.77289E-07,4.23306E-08
nfet_03v3,sf,125,3.30,0.50u,1,ioff_vgs0,1.19729E-09,1.19729E-09
nfet_03v3,sf,125,3.30,0.50u,2,ioff_vgs0,2.39457E-09,1.19729E-09
nfet_03v3,sf,125,3.30,0.50u,4,ioff_vgs0,4.78915E-09,1.19729E-09
nfet_03v3,sf,125,3.30,0.50u,8,ioff_vgs0,9.5783E-09,1.19729E-09
nfet_03v3,sf,125,3.30,0.50u,16,ioff_vgs0,1.91566E-08,1.19729E-09
nfet_03v3,sf,125,3.30,1.00u,1,ioff_vgs0,6.2496E-10,6.2496E-10
nfet_03v3,sf,125,3.30,1.00u,2,ioff_vgs0,1.24992E-09,6.2496E-10
nfet_03v3,sf,125,3.30,1.00u,4,ioff_vgs0,2.49984E-09,6.2496E-10
nfet_03v3,sf,125,3.30,1.00u,8,ioff_vgs0,4.99968E-09,6.2496E-10
nfet_03v3,sf,125,3.30,1.00u,16,ioff_vgs0,9.99937E-09,6.2496E-10
nfet_03v3,sf,125,3.63,0.28u,1,ioff_vgs0,5.15931E-08,5.15931E-08
nfet_03v3,sf,125,3.63,0.28u,2,ioff_vgs0,1.03186E-07,5.15931E-08
nfet_03v3,sf,125,3.63,0.28u,4,ioff_vgs0,2.06373E-07,5.15931E-08
nfet_03v3,sf,125,3.63,0.28u,8,ioff_vgs0,4.12745E-07,5.15931E-08
nfet_03v3,sf,125,3.63,0.28u,16,ioff_vgs0,8.2549E-07,5.15931E-08
nfet_03v3,sf,125,3.63,0.50u,1,ioff_vgs0,1.24752E-09,1.24752E-09
nfet_03v3,sf,125,3.63,0.50u,2,ioff_vgs0,2.49505E-09,1.24752E-09
nfet_03v3,sf,125,3.63,0.50u,4,ioff_vgs0,4.99009E-09,1.24752E-09
nfet_03v3,sf,125,3.63,0.50u,8,ioff_vgs0,9.98019E-09,1.24752E-09
nfet_03v3,sf,125,3.63,0.50u,16,ioff_vgs0,1.99604E-08,1.24752E-09
nfet_03v3,sf,125,3.63,1.00u,1,ioff_vgs0,6.38845E-10,6.38845E-10
nfet_03v3,sf,125,3.63,1.00u,2,ioff_vgs0,1.27769E-09,6.38845E-10
nfet_03v3,sf,125,3.63,1.00u,4,ioff_vgs0,2.55538E-09,6.38845E-10
nfet_03v3,sf,125,3.63,1.00u,8,ioff_vgs0,5.11076E-09,6.38845E-10
nfet_03v3,sf,125,3.63,1.00u,16,ioff_vgs0,1.02215E-08,6.38845E-10
nfet_06v0,typical,-40,2.10,0.60u,1,ioff_vgs0,2.52971E-14,2.52971E-14
nfet_06v0,typical,-40,2.10,0.60u,2,ioff_vgs0,5.05943E-14,2.52971E-14
nfet_06v0,typical,-40,2.10,0.60u,4,ioff_vgs0,1.01189E-13,2.52971E-14
nfet_06v0,typical,-40,2.10,0.60u,8,ioff_vgs0,2.02377E-13,2.52971E-14
nfet_06v0,typical,-40,2.10,0.60u,16,ioff_vgs0,4.04754E-13,2.52971E-14
nfet_06v0,typical,-40,2.10,0.80u,1,ioff_vgs0,3.30579E-15,3.30579E-15
nfet_06v0,typical,-40,2.10,0.80u,2,ioff_vgs0,6.61157E-15,3.30579E-15
nfet_06v0,typical,-40,2.10,0.80u,4,ioff_vgs0,1.32231E-14,3.30579E-15
nfet_06v0,typical,-40,2.10,0.80u,8,ioff_vgs0,2.64463E-14,3.30579E-15
nfet_06v0,typical,-40,2.10,0.80u,16,ioff_vgs0,5.28926E-14,3.30579E-15
nfet_06v0,typical,-40,2.10,1.20u,1,ioff_vgs0,1.32956E-15,1.32956E-15
nfet_06v0,typical,-40,2.10,1.20u,2,ioff_vgs0,2.65912E-15,1.32956E-15
nfet_06v0,typical,-40,2.10,1.20u,4,ioff_vgs0,5.31823E-15,1.32956E-15
nfet_06v0,typical,-40,2.10,1.20u,8,ioff_vgs0,1.06365E-14,1.32956E-15
nfet_06v0,typical,-40,2.10,1.20u,16,ioff_vgs0,2.12729E-14,1.32956E-15
nfet_06v0,typical,-40,2.97,0.60u,1,ioff_vgs0,3.49562E-14,3.49562E-14
nfet_06v0,typical,-40,2.97,0.60u,2,ioff_vgs0,6.99123E-14,3.49562E-14
nfet_06v0,typical,-40,2.97,0.60u,4,ioff_vgs0,1.39825E-13,3.49562E-14
nfet_06v0,typical,-40,2.97,0.60u,8,ioff_vgs0,2.79649E-13,3.49562E-14
nfet_06v0,typical,-40,2.97,0.60u,16,ioff_vgs0,5.59299E-13,3.49562E-14
nfet_06v0,typical,-40,2.97,0.80u,1,ioff_vgs0,4.09857E-15,4.09857E-15
nfet_06v0,typical,-40,2.97,0.80u,2,ioff_vgs0,8.19713E-15,4.09857E-15
nfet_06v0,typical,-40,2.97,0.80u,4,ioff_vgs0,1.63943E-14,4.09857E-15
nfet_06v0,typical,-40,2.97,0.80u,8,ioff_vgs0,3.27885E-14,4.09857E-15
nfet_06v0,typical,-40,2.97,0.80u,16,ioff_vgs0,6.5577E-14,4.09857E-15
nfet_06v0,typical,-40,2.97,1.20u,1,ioff_vgs0,1.4697E-15,1.4697E-15
nfet_06v0,typical,-40,2.97,1.20u,2,ioff_vgs0,2.9394E-15,1.4697E-15
nfet_06v0,typical,-40,2.97,1.20u,4,ioff_vgs0,5.87879E-15,1.4697E-15
nfet_06v0,typical,-40,2.97,1.20u,8,ioff_vgs0,1.17576E-14,1.4697E-15
nfet_06v0,typical,-40,2.97,1.20u,16,ioff_vgs0,2.35152E-14,1.4697E-15
nfet_06v0,typical,-40,3.30,0.60u,1,ioff_vgs0,3.86891E-14,3.86891E-14
nfet_06v0,typical,-40,3.30,0.60u,2,ioff_vgs0,7.73782E-14,3.86891E-14
nfet_06v0,typical,-40,3.30,0.60u,4,ioff_vgs0,1.54756E-13,3.86891E-14
nfet_06v0,typical,-40,3.30,0.60u,8,ioff_vgs0,3.09513E-13,3.86891E-14
nfet_06v0,typical,-40,3.30,0.60u,16,ioff_vgs0,6.19026E-13,3.86891E-14
nfet_06v0,typical,-40,3.30,0.80u,1,ioff_vgs0,4.4005E-15,4.4005E-15
nfet_06v0,typical,-40,3.30,0.80u,2,ioff_vgs0,8.801E-15,4.4005E-15
nfet_06v0,typical,-40,3.30,0.80u,4,ioff_vgs0,1.7602E-14,4.4005E-15
nfet_06v0,typical,-40,3.30,0.80u,8,ioff_vgs0,3.5204E-14,4.4005E-15
nfet_06v0,typical,-40,3.30,0.80u,16,ioff_vgs0,7.0408E-14,4.4005E-15
nfet_06v0,typical,-40,3.30,1.20u,1,ioff_vgs0,1.52216E-15,1.52216E-15
nfet_06v0,typical,-40,3.30,1.20u,2,ioff_vgs0,3.04431E-15,1.52216E-15
nfet_06v0,typical,-40,3.30,1.20u,4,ioff_vgs0,6.08863E-15,1.52216E-15
nfet_06v0,typical,-40,3.30,1.20u,8,ioff_vgs0,1.21773E-14,1.52216E-15
nfet_06v0,typical,-40,3.30,1.20u,16,ioff_vgs0,2.43545E-14,1.52216E-15
nfet_06v0,typical,-40,3.63,0.60u,1,ioff_vgs0,4.24545E-14,4.24545E-14
nfet_06v0,typical,-40,3.63,0.60u,2,ioff_vgs0,8.49091E-14,4.24545E-14
nfet_06v0,typical,-40,3.63,0.60u,4,ioff_vgs0,1.69818E-13,4.24545E-14
nfet_06v0,typical,-40,3.63,0.60u,8,ioff_vgs0,3.39636E-13,4.24545E-14
nfet_06v0,typical,-40,3.63,0.60u,16,ioff_vgs0,6.79273E-13,4.24545E-14
nfet_06v0,typical,-40,3.63,0.80u,1,ioff_vgs0,4.70326E-15,4.70326E-15
nfet_06v0,typical,-40,3.63,0.80u,2,ioff_vgs0,9.40652E-15,4.70326E-15
nfet_06v0,typical,-40,3.63,0.80u,4,ioff_vgs0,1.8813E-14,4.70326E-15
nfet_06v0,typical,-40,3.63,0.80u,8,ioff_vgs0,3.76261E-14,4.70326E-15
nfet_06v0,typical,-40,3.63,0.80u,16,ioff_vgs0,7.52521E-14,4.70326E-15
nfet_06v0,typical,-40,3.63,1.20u,1,ioff_vgs0,1.57438E-15,1.57438E-15
nfet_06v0,typical,-40,3.63,1.20u,2,ioff_vgs0,3.14876E-15,1.57438E-15
nfet_06v0,typical,-40,3.63,1.20u,4,ioff_vgs0,6.29751E-15,1.57438E-15
nfet_06v0,typical,-40,3.63,1.20u,8,ioff_vgs0,1.2595E-14,1.57438E-15
nfet_06v0,typical,-40,3.63,1.20u,16,ioff_vgs0,2.51901E-14,1.57438E-15
nfet_06v0,typical,-40,4.50,0.60u,1,ioff_vgs0,5.25135E-14,5.25135E-14
nfet_06v0,typical,-40,4.50,0.60u,2,ioff_vgs0,1.05027E-13,5.25135E-14
nfet_06v0,typical,-40,4.50,0.60u,4,ioff_vgs0,2.10054E-13,5.25135E-14
nfet_06v0,typical,-40,4.50,0.60u,8,ioff_vgs0,4.20108E-13,5.25135E-14
nfet_06v0,typical,-40,4.50,0.60u,16,ioff_vgs0,8.40216E-13,5.25135E-14
nfet_06v0,typical,-40,4.50,0.80u,1,ioff_vgs0,5.50553E-15,5.50553E-15
nfet_06v0,typical,-40,4.50,0.80u,2,ioff_vgs0,1.10111E-14,5.50553E-15
nfet_06v0,typical,-40,4.50,0.80u,4,ioff_vgs0,2.20221E-14,5.50553E-15
nfet_06v0,typical,-40,4.50,0.80u,8,ioff_vgs0,4.40442E-14,5.50553E-15
nfet_06v0,typical,-40,4.50,0.80u,16,ioff_vgs0,8.80884E-14,5.50553E-15
nfet_06v0,typical,-40,4.50,1.20u,1,ioff_vgs0,1.71129E-15,1.71129E-15
nfet_06v0,typical,-40,4.50,1.20u,2,ioff_vgs0,3.42257E-15,1.71129E-15
nfet_06v0,typical,-40,4.50,1.20u,4,ioff_vgs0,6.84514E-15,1.71129E-15
nfet_06v0,typical,-40,4.50,1.20u,8,ioff_vgs0,1.36903E-14,1.71129E-15
nfet_06v0,typical,-40,4.50,1.20u,16,ioff_vgs0,2.73806E-14,1.71129E-15
nfet_06v0,typical,-40,5.00,0.60u,1,ioff_vgs0,5.83627E-14,5.83627E-14
nfet_06v0,typical,-40,5.00,0.60u,2,ioff_vgs0,1.16725E-13,5.83627E-14
nfet_06v0,typical,-40,5.00,0.60u,4,ioff_vgs0,2.33451E-13,5.83627E-14
nfet_06v0,typical,-40,5.00,0.60u,8,ioff_vgs0,4.66901E-13,5.83627E-14
nfet_06v0,typical,-40,5.00,0.60u,16,ioff_vgs0,9.33803E-13,5.83627E-14
nfet_06v0,typical,-40,5.00,0.80u,1,ioff_vgs0,5.96929E-15,5.96929E-15
nfet_06v0,typical,-40,5.00,0.80u,2,ioff_vgs0,1.19386E-14,5.96929E-15
nfet_06v0,typical,-40,5.00,0.80u,4,ioff_vgs0,2.38772E-14,5.96929E-15
nfet_06v0,typical,-40,5.00,0.80u,8,ioff_vgs0,4.77543E-14,5.96929E-15
nfet_06v0,typical,-40,5.00,0.80u,16,ioff_vgs0,9.55086E-14,5.96929E-15
nfet_06v0,typical,-40,5.00,1.20u,1,ioff_vgs0,1.78964E-15,1.78964E-15
nfet_06v0,typical,-40,5.00,1.20u,2,ioff_vgs0,3.57929E-15,1.78964E-15
nfet_06v0,typical,-40,5.00,1.20u,4,ioff_vgs0,7.15857E-15,1.78964E-15
nfet_06v0,typical,-40,5.00,1.20u,8,ioff_vgs0,1.43171E-14,1.78964E-15
nfet_06v0,typical,-40,5.00,1.20u,16,ioff_vgs0,2.86343E-14,1.78964E-15
nfet_06v0,typical,-40,5.50,0.60u,1,ioff_vgs0,6.42442E-14,6.42442E-14
nfet_06v0,typical,-40,5.50,0.60u,2,ioff_vgs0,1.28488E-13,6.42442E-14
nfet_06v0,typical,-40,5.50,0.60u,4,ioff_vgs0,2.56977E-13,6.42442E-14
nfet_06v0,typical,-40,5.50,0.60u,8,ioff_vgs0,5.13953E-13,6.42442E-14
nfet_06v0,typical,-40,5.50,0.60u,16,ioff_vgs0,1.02791E-12,6.42442E-14
nfet_06v0,typical,-40,5.50,0.80u,1,ioff_vgs0,6.43495E-15,6.43495E-15
nfet_06v0,typical,-40,5.50,0.80u,2,ioff_vgs0,1.28699E-14,6.43495E-15
nfet_06v0,typical,-40,5.50,0.80u,4,ioff_vgs0,2.57398E-14,6.43495E-15
nfet_06v0,typical,-40,5.50,0.80u,8,ioff_vgs0,5.14796E-14,6.43495E-15
nfet_06v0,typical,-40,5.50,0.80u,16,ioff_vgs0,1.02959E-13,6.43495E-15
nfet_06v0,typical,-40,5.50,1.20u,1,ioff_vgs0,1.86786E-15,1.86786E-15
nfet_06v0,typical,-40,5.50,1.20u,2,ioff_vgs0,3.73572E-15,1.86786E-15
nfet_06v0,typical,-40,5.50,1.20u,4,ioff_vgs0,7.47143E-15,1.86786E-15
nfet_06v0,typical,-40,5.50,1.20u,8,ioff_vgs0,1.49429E-14,1.86786E-15
nfet_06v0,typical,-40,5.50,1.20u,16,ioff_vgs0,2.98857E-14,1.86786E-15
nfet_06v0,typical,27,2.10,0.60u,1,ioff_vgs0,3.39873E-11,3.39873E-11
nfet_06v0,typical,27,2.10,0.60u,2,ioff_vgs0,6.79746E-11,3.39873E-11
nfet_06v0,typical,27,2.10,0.60u,4,ioff_vgs0,1.35949E-10,3.39873E-11
nfet_06v0,typical,27,2.10,0.60u,8,ioff_vgs0,2.71899E-10,3.39873E-11
nfet_06v0,typical,27,2.10,0.60u,16,ioff_vgs0,5.43797E-10,3.39873E-11
nfet_06v0,typical,27,2.10,0.80u,1,ioff_vgs0,6.17893E-12,6.17893E-12
nfet_06v0,typical,27,2.10,0.80u,2,ioff_vgs0,1.23579E-11,6.17893E-12
nfet_06v0,typical,27,2.10,0.80u,4,ioff_vgs0,2.47157E-11,6.17893E-12
nfet_06v0,typical,27,2.10,0.80u,8,ioff_vgs0,4.94314E-11,6.17893E-12
nfet_06v0,typical,27,2.10,0.80u,16,ioff_vgs0,9.88629E-11,6.17893E-12
nfet_06v0,typical,27,2.10,1.20u,1,ioff_vgs0,2.83023E-12,2.83023E-12
nfet_06v0,typical,27,2.10,1.20u,2,ioff_vgs0,5.66046E-12,2.83023E-12
nfet_06v0,typical,27,2.10,1.20u,4,ioff_vgs0,1.13209E-11,2.83023E-12
nfet_06v0,typical,27,2.10,1.20u,8,ioff_vgs0,2.26419E-11,2.83023E-12
nfet_06v0,typical,27,2.10,1.20u,16,ioff_vgs0,4.52837E-11,2.83023E-12
nfet_06v0,typical,27,2.97,0.60u,1,ioff_vgs0,4.63473E-11,4.63473E-11
nfet_06v0,typical,27,2.97,0.60u,2,ioff_vgs0,9.26946E-11,4.63473E-11
nfet_06v0,typical,27,2.97,0.60u,4,ioff_vgs0,1.85389E-10,4.63473E-11
nfet_06v0,typical,27,2.97,0.60u,8,ioff_vgs0,3.70779E-10,4.63473E-11
nfet_06v0,typical,27,2.97,0.60u,16,ioff_vgs0,7.41557E-10,4.63473E-11
nfet_06v0,typical,27,2.97,0.80u,1,ioff_vgs0,7.49935E-12,7.49935E-12
nfet_06v0,typical,27,2.97,0.80u,2,ioff_vgs0,1.49987E-11,7.49935E-12
nfet_06v0,typical,27,2.97,0.80u,4,ioff_vgs0,2.99974E-11,7.49935E-12
nfet_06v0,typical,27,2.97,0.80u,8,ioff_vgs0,5.99948E-11,7.49935E-12
nfet_06v0,typical,27,2.97,0.80u,16,ioff_vgs0,1.1999E-10,7.49935E-12
nfet_06v0,typical,27,2.97,1.20u,1,ioff_vgs0,3.08145E-12,3.08145E-12
nfet_06v0,typical,27,2.97,1.20u,2,ioff_vgs0,6.1629E-12,3.08145E-12
nfet_06v0,typical,27,2.97,1.20u,4,ioff_vgs0,1.23258E-11,3.08145E-12
nfet_06v0,typical,27,2.97,1.20u,8,ioff_vgs0,2.46516E-11,3.08145E-12
nfet_06v0,typical,27,2.97,1.20u,16,ioff_vgs0,4.93032E-11,3.08145E-12
nfet_06v0,typical,27,3.30,0.60u,1,ioff_vgs0,5.11224E-11,5.11224E-11
nfet_06v0,typical,27,3.30,0.60u,2,ioff_vgs0,1.02245E-10,5.11224E-11
nfet_06v0,typical,27,3.30,0.60u,4,ioff_vgs0,2.0449E-10,5.11224E-11
nfet_06v0,typical,27,3.30,0.60u,8,ioff_vgs0,4.08979E-10,5.11224E-11
nfet_06v0,typical,27,3.30,0.60u,16,ioff_vgs0,8.17958E-10,5.11224E-11
nfet_06v0,typical,27,3.30,0.80u,1,ioff_vgs0,8.00079E-12,8.00079E-12
nfet_06v0,typical,27,3.30,0.80u,2,ioff_vgs0,1.60016E-11,8.00079E-12
nfet_06v0,typical,27,3.30,0.80u,4,ioff_vgs0,3.20032E-11,8.00079E-12
nfet_06v0,typical,27,3.30,0.80u,8,ioff_vgs0,6.40063E-11,8.00079E-12
nfet_06v0,typical,27,3.30,0.80u,16,ioff_vgs0,1.28013E-10,8.00079E-12
nfet_06v0,typical,27,3.30,1.20u,1,ioff_vgs0,3.17499E-12,3.17499E-12
nfet_06v0,typical,27,3.30,1.20u,2,ioff_vgs0,6.34998E-12,3.17499E-12
nfet_06v0,typical,27,3.30,1.20u,4,ioff_vgs0,1.27E-11,3.17499E-12
nfet_06v0,typical,27,3.30,1.20u,8,ioff_vgs0,2.53999E-11,3.17499E-12
nfet_06v0,typical,27,3.30,1.20u,16,ioff_vgs0,5.07998E-11,3.17499E-12
nfet_06v0,typical,27,3.63,0.60u,1,ioff_vgs0,5.59395E-11,5.59395E-11
nfet_06v0,typical,27,3.63,0.60u,2,ioff_vgs0,1.11879E-10,5.59395E-11
nfet_06v0,typical,27,3.63,0.60u,4,ioff_vgs0,2.23758E-10,5.59395E-11
nfet_06v0,typical,27,3.63,0.60u,8,ioff_vgs0,4.47516E-10,5.59395E-11
nfet_06v0,typical,27,3.63,0.60u,16,ioff_vgs0,8.95032E-10,5.59395E-11
nfet_06v0,typical,27,3.63,0.80u,1,ioff_vgs0,8.50304E-12,8.50304E-12
nfet_06v0,typical,27,3.63,0.80u,2,ioff_vgs0,1.70061E-11,8.50304E-12
nfet_06v0,typical,27,3.63,0.80u,4,ioff_vgs0,3.40121E-11,8.50304E-12
nfet_06v0,typical,27,3.63,0.80u,8,ioff_vgs0,6.80243E-11,8.50304E-12
nfet_06v0,typical,27,3.63,0.80u,16,ioff_vgs0,1.36049E-10,8.50304E-12
nfet_06v0,typical,27,3.63,1.20u,1,ioff_vgs0,3.2679E-12,3.2679E-12
nfet_06v0,typical,27,3.63,1.20u,2,ioff_vgs0,6.5358E-12,3.2679E-12
nfet_06v0,typical,27,3.63,1.20u,4,ioff_vgs0,1.30716E-11,3.2679E-12
nfet_06v0,typical,27,3.63,1.20u,8,ioff_vgs0,2.61432E-11,3.2679E-12
nfet_06v0,typical,27,3.63,1.20u,16,ioff_vgs0,5.22864E-11,3.2679E-12
nfet_06v0,typical,27,4.50,0.60u,1,ioff_vgs0,6.88188E-11,6.88188E-11
nfet_06v0,typical,27,4.50,0.60u,2,ioff_vgs0,1.37638E-10,6.88188E-11
nfet_06v0,typical,27,4.50,0.60u,4,ioff_vgs0,2.75275E-10,6.88188E-11
nfet_06v0,typical,27,4.50,0.60u,8,ioff_vgs0,5.50551E-10,6.88188E-11
nfet_06v0,typical,27,4.50,0.60u,16,ioff_vgs0,1.1011E-09,6.88188E-11
nfet_06v0,typical,27,4.50,0.80u,1,ioff_vgs0,9.83188E-12,9.83188E-12
nfet_06v0,typical,27,4.50,0.80u,2,ioff_vgs0,1.96638E-11,9.83188E-12
nfet_06v0,typical,27,4.50,0.80u,4,ioff_vgs0,3.93275E-11,9.83188E-12
nfet_06v0,typical,27,4.50,0.80u,8,ioff_vgs0,7.86551E-11,9.83188E-12
nfet_06v0,typical,27,4.50,0.80u,16,ioff_vgs0,1.5731E-10,9.83188E-12
nfet_06v0,typical,27,4.50,1.20u,1,ioff_vgs0,3.51075E-12,3.51075E-12
nfet_06v0,typical,27,4.50,1.20u,2,ioff_vgs0,7.02151E-12,3.51075E-12
nfet_06v0,typical,27,4.50,1.20u,4,ioff_vgs0,1.4043E-11,3.51075E-12
nfet_06v0,typical,27,4.50,1.20u,8,ioff_vgs0,2.8086E-11,3.51075E-12
nfet_06v0,typical,27,4.50,1.20u,16,ioff_vgs0,5.61721E-11,3.51075E-12
nfet_06v0,typical,27,5.00,0.60u,1,ioff_vgs0,7.63252E-11,7.63252E-11
nfet_06v0,typical,27,5.00,0.60u,2,ioff_vgs0,1.5265E-10,7.63252E-11
nfet_06v0,typical,27,5.00,0.60u,4,ioff_vgs0,3.05301E-10,7.63252E-11
nfet_06v0,typical,27,5.00,0.60u,8,ioff_vgs0,6.10601E-10,7.63252E-11
nfet_06v0,typical,27,5.00,0.60u,16,ioff_vgs0,1.2212E-09,7.63252E-11
nfet_06v0,typical,27,5.00,0.80u,1,ioff_vgs0,1.0599E-11,1.0599E-11
nfet_06v0,typical,27,5.00,0.80u,2,ioff_vgs0,2.11981E-11,1.0599E-11
nfet_06v0,typical,27,5.00,0.80u,4,ioff_vgs0,4.23961E-11,1.0599E-11
nfet_06v0,typical,27,5.00,0.80u,8,ioff_vgs0,8.47922E-11,1.0599E-11
nfet_06v0,typical,27,5.00,0.80u,16,ioff_vgs0,1.69584E-10,1.0599E-11
nfet_06v0,typical,27,5.00,1.20u,1,ioff_vgs0,3.64938E-12,3.64938E-12
nfet_06v0,typical,27,5.00,1.20u,2,ioff_vgs0,7.29875E-12,3.64938E-12
nfet_06v0,typical,27,5.00,1.20u,4,ioff_vgs0,1.45975E-11,3.64938E-12
nfet_06v0,typical,27,5.00,1.20u,8,ioff_vgs0,2.9195E-11,3.64938E-12
nfet_06v0,typical,27,5.00,1.20u,16,ioff_vgs0,5.839E-11,3.64938E-12
nfet_06v0,typical,27,5.50,0.60u,1,ioff_vgs0,8.38981E-11,8.38981E-11
nfet_06v0,typical,27,5.50,0.60u,2,ioff_vgs0,1.67796E-10,8.38981E-11
nfet_06v0,typical,27,5.50,0.60u,4,ioff_vgs0,3.35592E-10,8.38981E-11
nfet_06v0,typical,27,5.50,0.60u,8,ioff_vgs0,6.71185E-10,8.38981E-11
nfet_06v0,typical,27,5.50,0.60u,16,ioff_vgs0,1.34237E-09,8.38981E-11
nfet_06v0,typical,27,5.50,0.80u,1,ioff_vgs0,1.13688E-11,1.13688E-11
nfet_06v0,typical,27,5.50,0.80u,2,ioff_vgs0,2.27375E-11,1.13688E-11
nfet_06v0,typical,27,5.50,0.80u,4,ioff_vgs0,4.54751E-11,1.13688E-11
nfet_06v0,typical,27,5.50,0.80u,8,ioff_vgs0,9.09501E-11,1.13688E-11
nfet_06v0,typical,27,5.50,0.80u,16,ioff_vgs0,1.819E-10,1.13688E-11
nfet_06v0,typical,27,5.50,1.20u,1,ioff_vgs0,3.78753E-12,3.78753E-12
nfet_06v0,typical,27,5.50,1.20u,2,ioff_vgs0,7.57507E-12,3.78753E-12
nfet_06v0,typical,27,5.50,1.20u,4,ioff_vgs0,1.51501E-11,3.78753E-12
nfet_06v0,typical,27,5.50,1.20u,8,ioff_vgs0,3.03003E-11,3.78753E-12
nfet_06v0,typical,27,5.50,1.20u,16,ioff_vgs0,6.06005E-11,3.78753E-12
nfet_06v0,typical,125,2.10,0.60u,1,ioff_vgs0,1.60144E-08,1.60144E-08
nfet_06v0,typical,125,2.10,0.60u,2,ioff_vgs0,3.20287E-08,1.60144E-08
nfet_06v0,typical,125,2.10,0.60u,4,ioff_vgs0,6.40575E-08,1.60144E-08
nfet_06v0,typical,125,2.10,0.60u,8,ioff_vgs0,1.28115E-07,1.60144E-08
nfet_06v0,typical,125,2.10,0.60u,16,ioff_vgs0,2.5623E-07,1.60144E-08
nfet_06v0,typical,125,2.10,0.80u,1,ioff_vgs0,3.96547E-09,3.96547E-09
nfet_06v0,typical,125,2.10,0.80u,2,ioff_vgs0,7.93094E-09,3.96547E-09
nfet_06v0,typical,125,2.10,0.80u,4,ioff_vgs0,1.58619E-08,3.96547E-09
nfet_06v0,typical,125,2.10,0.80u,8,ioff_vgs0,3.17238E-08,3.96547E-09
nfet_06v0,typical,125,2.10,0.80u,16,ioff_vgs0,6.34475E-08,3.96547E-09
nfet_06v0,typical,125,2.10,1.20u,1,ioff_vgs0,2.05782E-09,2.05782E-09
nfet_06v0,typical,125,2.10,1.20u,2,ioff_vgs0,4.11564E-09,2.05782E-09
nfet_06v0,typical,125,2.10,1.20u,4,ioff_vgs0,8.23129E-09,2.05782E-09
nfet_06v0,typical,125,2.10,1.20u,8,ioff_vgs0,1.64626E-08,2.05782E-09
nfet_06v0,typical,125,2.10,1.20u,16,ioff_vgs0,3.29252E-08,2.05782E-09
nfet_06v0,typical,125,2.97,0.60u,1,ioff_vgs0,2.14569E-08,2.14569E-08
nfet_06v0,typical,125,2.97,0.60u,2,ioff_vgs0,4.29138E-08,2.14569E-08
nfet_06v0,typical,125,2.97,0.60u,4,ioff_vgs0,8.58275E-08,2.14569E-08
nfet_06v0,typical,125,2.97,0.60u,8,ioff_vgs0,1.71655E-07,2.14569E-08
