device,moscap_corner,temp_c,vbias_v,w_um,l_um,area_um2,c_f,c_density_ff_per_um2
cap_nmos_03v3,moscap_ss,-40,-0.15,10,10,100,2.55539E-15,0.0255539
cap_nmos_03v3,moscap_ss,-40,-0.15,30,30,900,2.29985E-14,0.0255539
cap_pmos_03v3,moscap_ss,-40,-0.15,10,10,100,4.3246E-15,0.043246
cap_pmos_03v3,moscap_ss,-40,-0.15,30,30,900,3.89214E-14,0.043246
cap_nmos_03v3_b,moscap_ss,-40,-0.15,10,10,100,3.24597E-13,3.24597
cap_nmos_03v3_b,moscap_ss,-40,-0.15,30,30,900,2.92137E-12,3.24597
cap_pmos_03v3_b,moscap_ss,-40,-0.15,10,10,100,3.89191E-13,3.89191
cap_pmos_03v3_b,moscap_ss,-40,-0.15,30,30,900,3.50272E-12,3.89191
cap_nmos_06v0,moscap_ss,-40,-0.15,10,10,100,4.07832E-15,0.0407832
cap_nmos_06v0,moscap_ss,-40,-0.15,30,30,900,3.67049E-14,0.0407832
cap_pmos_06v0,moscap_ss,-40,-0.15,10,10,100,4.08555E-15,0.0408555
cap_pmos_06v0,moscap_ss,-40,-0.15,30,30,900,3.67699E-14,0.0408555
cap_nmos_03v3,moscap_ss,-40,0.00,10,10,100,2.69552E-15,0.0269552
cap_nmos_03v3,moscap_ss,-40,0.00,30,30,900,2.42597E-14,0.0269552
cap_pmos_03v3,moscap_ss,-40,0.00,10,10,100,4.20218E-15,0.0420218
cap_pmos_03v3,moscap_ss,-40,0.00,30,30,900,3.78196E-14,0.0420218
cap_nmos_03v3_b,moscap_ss,-40,0.00,10,10,100,3.56116E-13,3.56116
cap_nmos_03v3_b,moscap_ss,-40,0.00,30,30,900,3.20504E-12,3.56116
cap_pmos_03v3_b,moscap_ss,-40,0.00,10,10,100,3.64691E-13,3.64691
cap_pmos_03v3_b,moscap_ss,-40,0.00,30,30,900,3.28222E-12,3.64691
cap_nmos_06v0,moscap_ss,-40,0.00,10,10,100,4.12426E-15,0.0412426
cap_nmos_06v0,moscap_ss,-40,0.00,30,30,900,3.71184E-14,0.0412426
cap_pmos_06v0,moscap_ss,-40,0.00,10,10,100,4.07238E-15,0.0407238
cap_pmos_06v0,moscap_ss,-40,0.00,30,30,900,3.66515E-14,0.0407238
cap_nmos_03v3,moscap_ss,-40,0.15,10,10,100,3.60707E-15,0.0360707
cap_nmos_03v3,moscap_ss,-40,0.15,30,30,900,3.24637E-14,0.0360707
cap_pmos_03v3,moscap_ss,-40,0.15,10,10,100,4.1834E-15,0.041834
cap_pmos_03v3,moscap_ss,-40,0.15,30,30,900,3.76506E-14,0.041834
cap_nmos_03v3_b,moscap_ss,-40,0.15,10,10,100,3.81205E-13,3.81205
cap_nmos_03v3_b,moscap_ss,-40,0.15,30,30,900,3.43084E-12,3.81205
cap_pmos_03v3_b,moscap_ss,-40,0.15,10,10,100,3.32213E-13,3.32213
cap_pmos_03v3_b,moscap_ss,-40,0.15,30,30,900,2.98992E-12,3.32213
cap_nmos_06v0,moscap_ss,-40,0.15,10,10,100,4.42338E-15,0.0442338
cap_nmos_06v0,moscap_ss,-40,0.15,30,30,900,3.98104E-14,0.0442338
cap_pmos_06v0,moscap_ss,-40,0.15,10,10,100,4.07037E-15,0.0407037
cap_pmos_06v0,moscap_ss,-40,0.15,30,30,900,3.66333E-14,0.0407037
cap_nmos_03v3,moscap_ss,-40,0.30,10,10,100,9.45882E-15,0.0945882
cap_nmos_03v3,moscap_ss,-40,0.30,30,30,900,8.51294E-14,0.0945882
cap_pmos_03v3,moscap_ss,-40,0.30,10,10,100,4.18052E-15,0.0418052
cap_pmos_03v3,moscap_ss,-40,0.30,30,30,900,3.76247E-14,0.0418052
cap_nmos_03v3_b,moscap_ss,-40,0.30,10,10,100,3.99868E-13,3.99868
cap_nmos_03v3_b,moscap_ss,-40,0.30,30,30,900,3.59882E-12,3.99868
cap_pmos_03v3_b,moscap_ss,-40,0.30,10,10,100,2.93071E-13,2.93071
cap_pmos_03v3_b,moscap_ss,-40,0.30,30,30,900,2.63764E-12,2.93071
cap_nmos_06v0,moscap_ss,-40,0.30,10,10,100,6.35538E-15,0.0635538
cap_nmos_06v0,moscap_ss,-40,0.30,30,30,900,5.71984E-14,0.0635538
cap_pmos_06v0,moscap_ss,-40,0.30,10,10,100,4.07006E-15,0.0407006
cap_pmos_06v0,moscap_ss,-40,0.30,30,30,900,3.66305E-14,0.0407006
cap_nmos_03v3,moscap_ss,-40,0.45,10,10,100,4.40642E-14,0.440642
cap_nmos_03v3,moscap_ss,-40,0.45,30,30,900,3.96578E-13,0.440642
cap_pmos_03v3,moscap_ss,-40,0.45,10,10,100,4.18008E-15,0.0418008
cap_pmos_03v3,moscap_ss,-40,0.45,30,30,900,3.76207E-14,0.0418008
cap_nmos_03v3_b,moscap_ss,-40,0.45,10,10,100,4.13066E-13,4.13066
cap_nmos_03v3_b,moscap_ss,-40,0.45,30,30,900,3.71759E-12,4.13066
cap_pmos_03v3_b,moscap_ss,-40,0.45,10,10,100,2.50966E-13,2.50966
cap_pmos_03v3_b,moscap_ss,-40,0.45,30,30,900,2.25869E-12,2.50966
cap_nmos_06v0,moscap_ss,-40,0.45,10,10,100,1.82144E-14,0.182144
cap_nmos_06v0,moscap_ss,-40,0.45,30,30,900,1.6393E-13,0.182144
cap_pmos_06v0,moscap_ss,-40,0.45,10,10,100,4.07001E-15,0.0407001
cap_pmos_06v0,moscap_ss,-40,0.45,30,30,900,3.66301E-14,0.0407001
cap_nmos_03v3,moscap_ss,-40,0.60,10,10,100,1.79964E-13,1.79964
cap_nmos_03v3,moscap_ss,-40,0.60,30,30,900,1.61968E-12,1.79964
cap_pmos_03v3,moscap_ss,-40,0.60,10,10,100,4.18001E-15,0.0418001
cap_pmos_03v3,moscap_ss,-40,0.60,30,30,900,3.76201E-14,0.0418001
cap_nmos_03v3_b,moscap_ss,-40,0.60,10,10,100,4.22066E-13,4.22066
cap_nmos_03v3_b,moscap_ss,-40,0.60,30,30,900,3.79859E-12,4.22066
cap_pmos_03v3_b,moscap_ss,-40,0.60,10,10,100,2.10868E-13,2.10868
cap_pmos_03v3_b,moscap_ss,-40,0.60,30,30,900,1.89781E-12,2.10868
cap_nmos_06v0,moscap_ss,-40,0.60,10,10,100,7.33282E-14,0.733282
cap_nmos_06v0,moscap_ss,-40,0.60,30,30,900,6.59954E-13,0.733282
cap_pmos_06v0,moscap_ss,-40,0.60,10,10,100,4.07E-15,0.0407
cap_pmos_06v0,moscap_ss,-40,0.60,30,30,900,3.663E-14,0.0407
cap_nmos_03v3,moscap_ss,-40,0.75,10,10,100,3.58665E-13,3.58665
cap_nmos_03v3,moscap_ss,-40,0.75,30,30,900,3.22799E-12,3.58665
cap_pmos_03v3,moscap_ss,-40,0.75,10,10,100,4.18E-15,0.0418
cap_pmos_03v3,moscap_ss,-40,0.75,30,30,900,3.762E-14,0.0418
cap_nmos_03v3_b,moscap_ss,-40,0.75,10,10,100,4.28054E-13,4.28054
cap_nmos_03v3_b,moscap_ss,-40,0.75,30,30,900,3.85249E-12,4.28054
cap_pmos_03v3_b,moscap_ss,-40,0.75,10,10,100,1.76874E-13,1.76874
cap_pmos_03v3_b,moscap_ss,-40,0.75,30,30,900,1.59186E-12,1.76874
cap_nmos_06v0,moscap_ss,-40,0.75,10,10,100,1.76161E-13,1.76161
cap_nmos_06v0,moscap_ss,-40,0.75,30,30,900,1.58545E-12,1.76161
cap_pmos_06v0,moscap_ss,-40,0.75,10,10,100,4.07E-15,0.0407
cap_pmos_06v0,moscap_ss,-40,0.75,30,30,900,3.663E-14,0.0407
cap_nmos_03v3,moscap_ss,-40,0.90,10,10,100,4.23718E-13,4.23718
cap_nmos_03v3,moscap_ss,-40,0.90,30,30,900,3.81346E-12,4.23718
cap_pmos_03v3,moscap_ss,-40,0.90,10,10,100,4.18E-15,0.0418
cap_pmos_03v3,moscap_ss,-40,0.90,30,30,900,3.762E-14,0.0418
cap_nmos_03v3_b,moscap_ss,-40,0.90,10,10,100,4.31972E-13,4.31972
cap_nmos_03v3_b,moscap_ss,-40,0.90,30,30,900,3.88775E-12,4.31972
cap_pmos_03v3_b,moscap_ss,-40,0.90,10,10,100,1.50783E-13,1.50783
cap_pmos_03v3_b,moscap_ss,-40,0.90,30,30,900,1.35704E-12,1.50783
cap_nmos_06v0,moscap_ss,-40,0.90,10,10,100,2.26899E-13,2.26899
cap_nmos_06v0,moscap_ss,-40,0.90,30,30,900,2.04209E-12,2.26899
cap_pmos_06v0,moscap_ss,-40,0.90,10,10,100,4.07E-15,0.0407
cap_pmos_06v0,moscap_ss,-40,0.90,30,30,900,3.663E-14,0.0407
cap_nmos_03v3,moscap_ss,-40,1.05,10,10,100,4.35856E-13,4.35856
cap_nmos_03v3,moscap_ss,-40,1.05,30,30,900,3.92271E-12,4.35856
cap_pmos_03v3,moscap_ss,-40,1.05,10,10,100,4.18E-15,0.0418
cap_pmos_03v3,moscap_ss,-40,1.05,30,30,900,3.762E-14,0.0418
cap_nmos_03v3_b,moscap_ss,-40,1.05,10,10,100,4.34509E-13,4.34509
cap_nmos_03v3_b,moscap_ss,-40,1.05,30,30,900,3.91058E-12,4.34509
cap_pmos_03v3_b,moscap_ss,-40,1.05,10,10,100,1.32245E-13,1.32245
cap_pmos_03v3_b,moscap_ss,-40,1.05,30,30,900,1.19021E-12,1.32245
cap_nmos_06v0,moscap_ss,-40,1.05,10,10,100,2.37451E-13,2.37451
cap_nmos_06v0,moscap_ss,-40,1.05,30,30,900,2.13706E-12,2.37451
cap_pmos_06v0,moscap_ss,-40,1.05,10,10,100,4.07E-15,0.0407
cap_pmos_06v0,moscap_ss,-40,1.05,30,30,900,3.663E-14,0.0407
cap_nmos_03v3,moscap_ss,-40,1.20,10,10,100,4.3778E-13,4.3778
cap_nmos_03v3,moscap_ss,-40,1.20,30,30,900,3.94002E-12,4.3778
cap_pmos_03v3,moscap_ss,-40,1.20,10,10,100,4.18E-15,0.0418
cap_pmos_03v3,moscap_ss,-40,1.20,30,30,900,3.762E-14,0.0418
cap_nmos_03v3_b,moscap_ss,-40,1.20,10,10,100,4.36139E-13,4.36139
cap_nmos_03v3_b,moscap_ss,-40,1.20,30,30,900,3.92525E-12,4.36139
cap_pmos_03v3_b,moscap_ss,-40,1.20,10,10,100,1.19785E-13,1.19785
cap_pmos_03v3_b,moscap_ss,-40,1.20,30,30,900,1.07807E-12,1.19785
cap_nmos_06v0,moscap_ss,-40,1.20,10,10,100,2.39158E-13,2.39158
cap_nmos_06v0,moscap_ss,-40,1.20,30,30,900,2.15242E-12,2.39158
cap_pmos_06v0,moscap_ss,-40,1.20,10,10,100,4.07E-15,0.0407
cap_pmos_06v0,moscap_ss,-40,1.20,30,30,900,3.663E-14,0.0407
cap_nmos_03v3,moscap_ss,-40,1.35,10,10,100,4.38076E-13,4.38076
cap_nmos_03v3,moscap_ss,-40,1.35,30,30,900,3.94269E-12,4.38076
cap_pmos_03v3,moscap_ss,-40,1.35,10,10,100,4.18E-15,0.0418
cap_pmos_03v3,moscap_ss,-40,1.35,30,30,900,3.762E-14,0.0418
cap_nmos_03v3_b,moscap_ss,-40,1.35,10,10,100,4.37182E-13,4.37182
cap_nmos_03v3_b,moscap_ss,-40,1.35,30,30,900,3.93464E-12,4.37182
cap_pmos_03v3_b,moscap_ss,-40,1.35,10,10,100,1.11719E-13,1.11719
cap_pmos_03v3_b,moscap_ss,-40,1.35,30,30,900,1.00547E-12,1.11719
cap_nmos_06v0,moscap_ss,-40,1.35,10,10,100,2.39422E-13,2.39422
cap_nmos_06v0,moscap_ss,-40,1.35,30,30,900,2.1548E-12,2.39422
cap_pmos_06v0,moscap_ss,-40,1.35,10,10,100,4.07E-15,0.0407
cap_pmos_06v0,moscap_ss,-40,1.35,30,30,900,3.663E-14,0.0407
cap_nmos_03v3,moscap_ss,-40,1.50,10,10,100,4.38122E-13,4.38122
cap_nmos_03v3,moscap_ss,-40,1.50,30,30,900,3.9431E-12,4.38122
cap_pmos_03v3,moscap_ss,-40,1.50,10,10,100,4.18E-15,0.0418
cap_pmos_03v3,moscap_ss,-40,1.50,30,30,900,3.762E-14,0.0418
cap_nmos_03v3_b,moscap_ss,-40,1.50,10,10,100,4.37847E-13,4.37847
cap_nmos_03v3_b,moscap_ss,-40,1.50,30,30,900,3.94063E-12,4.37847
cap_pmos_03v3_b,moscap_ss,-40,1.50,10,10,100,1.06624E-13,1.06624
cap_pmos_03v3_b,moscap_ss,-40,1.50,30,30,900,9.59617E-13,1.06624
cap_nmos_06v0,moscap_ss,-40,1.50,10,10,100,2.39463E-13,2.39463
cap_nmos_06v0,moscap_ss,-40,1.50,30,30,900,2.15516E-12,2.39463
cap_pmos_06v0,moscap_ss,-40,1.50,10,10,100,4.07E-15,0.0407
cap_pmos_06v0,moscap_ss,-40,1.50,30,30,900,3.663E-14,0.0407
cap_nmos_03v3,moscap_ss,-40,1.65,10,10,100,4.38129E-13,4.38129
cap_nmos_03v3,moscap_ss,-40,1.65,30,30,900,3.94316E-12,4.38129
cap_pmos_03v3,moscap_ss,-40,1.65,10,10,100,4.18E-15,0.0418
cap_pmos_03v3,moscap_ss,-40,1.65,30,30,900,3.762E-14,0.0418
cap_nmos_03v3_b,moscap_ss,-40,1.65,10,10,100,4.38271E-13,4.38271
cap_nmos_03v3_b,moscap_ss,-40,1.65,30,30,900,3.94444E-12,4.38271
cap_pmos_03v3_b,moscap_ss,-40,1.65,10,10,100,1.03455E-13,1.03455
cap_pmos_03v3_b,moscap_ss,-40,1.65,30,30,900,9.31098E-13,1.03455
cap_nmos_06v0,moscap_ss,-40,1.65,10,10,100,2.39469E-13,2.39469
cap_nmos_06v0,moscap_ss,-40,1.65,30,30,900,2.15522E-12,2.39469
cap_pmos_06v0,moscap_ss,-40,1.65,10,10,100,4.07E-15,0.0407
cap_pmos_06v0,moscap_ss,-40,1.65,30,30,900,3.663E-14,0.0407
cap_nmos_03v3,moscap_ss,-40,1.80,10,10,100,4.3813E-13,4.3813
cap_nmos_03v3,moscap_ss,-40,1.80,30,30,900,3.94317E-12,4.3813
cap_pmos_03v3,moscap_ss,-40,1.80,10,10,100,4.18E-15,0.0418
cap_pmos_03v3,moscap_ss,-40,1.80,30,30,900,3.762E-14,0.0418
cap_nmos_03v3_b,moscap_ss,-40,1.80,10,10,100,4.38541E-13,4.38541
cap_nmos_03v3_b,moscap_ss,-40,1.80,30,30,900,3.94687E-12,4.38541
cap_pmos_03v3_b,moscap_ss,-40,1.80,10,10,100,1.01504E-13,1.01504
cap_pmos_03v3_b,moscap_ss,-40,1.80,30,30,900,9.13533E-13,1.01504
cap_nmos_06v0,moscap_ss,-40,1.80,10,10,100,2.3947E-13,2.3947
cap_nmos_06v0,moscap_ss,-40,1.80,30,30,900,2.15523E-12,2.3947
cap_pmos_06v0,moscap_ss,-40,1.80,10,10,100,4.07E-15,0.0407
cap_pmos_06v0,moscap_ss,-40,1.80,30,30,900,3.663E-14,0.0407
cap_nmos_03v3,moscap_ss,-40,1.95,10,10,100,4.3813E-13,4.3813
cap_nmos_03v3,moscap_ss,-40,1.95,30,30,900,3.94317E-12,4.3813
cap_pmos_03v3,moscap_ss,-40,1.95,10,10,100,4.18E-15,0.0418
cap_pmos_03v3,moscap_ss,-40,1.95,30,30,900,3.762E-14,0.0418
cap_nmos_03v3_b,moscap_ss,-40,1.95,10,10,100,4.38712E-13,4.38712
cap_nmos_03v3_b,moscap_ss,-40,1.95,30,30,900,3.94841E-12,4.38712
cap_pmos_03v3_b,moscap_ss,-40,1.95,10,10,100,1.00309E-13,1.00309
cap_pmos_03v3_b,moscap_ss,-40,1.95,30,30,900,9.02779E-13,1.00309
cap_nmos_06v0,moscap_ss,-40,1.95,10,10,100,2.3947E-13,2.3947
cap_nmos_06v0,moscap_ss,-40,1.95,30,30,900,2.15523E-12,2.3947
cap_pmos_06v0,moscap_ss,-40,1.95,10,10,100,4.07E-15,0.0407
cap_pmos_06v0,moscap_ss,-40,1.95,30,30,900,3.663E-14,0.0407
cap_nmos_03v3,moscap_ss,-40,2.10,10,10,100,4.3813E-13,4.3813
cap_nmos_03v3,moscap_ss,-40,2.10,30,30,900,3.94317E-12,4.3813
cap_pmos_03v3,moscap_ss,-40,2.10,10,10,100,4.18E-15,0.0418
cap_pmos_03v3,moscap_ss,-40,2.10,30,30,900,3.762E-14,0.0418
cap_nmos_03v3_b,moscap_ss,-40,2.10,10,10,100,4.38821E-13,4.38821
cap_nmos_03v3_b,moscap_ss,-40,2.10,30,30,900,3.94939E-12,4.38821
cap_pmos_03v3_b,moscap_ss,-40,2.10,10,10,100,9.95798E-14,0.995798
cap_pmos_03v3_b,moscap_ss,-40,2.10,30,30,900,8.96218E-13,0.995798
cap_nmos_06v0,moscap_ss,-40,2.10,10,10,100,2.3947E-13,2.3947
cap_nmos_06v0,moscap_ss,-40,2.10,30,30,900,2.15523E-12,2.3947
cap_pmos_06v0,moscap_ss,-40,2.10,10,10,100,4.07E-15,0.0407
cap_pmos_06v0,moscap_ss,-40,2.10,30,30,900,3.663E-14,0.0407
cap_nmos_03v3,moscap_ss,-40,2.25,10,10,100,4.3813E-13,4.3813
cap_nmos_03v3,moscap_ss,-40,2.25,30,30,900,3.94317E-12,4.3813
cap_pmos_03v3,moscap_ss,-40,2.25,10,10,100,4.18E-15,0.0418
cap_pmos_03v3,moscap_ss,-40,2.25,30,30,900,3.762E-14,0.0418
cap_nmos_03v3_b,moscap_ss,-40,2.25,10,10,100,4.3889E-13,4.3889
cap_nmos_03v3_b,moscap_ss,-40,2.25,30,30,900,3.95001E-12,4.3889
cap_pmos_03v3_b,moscap_ss,-40,2.25,10,10,100,9.91362E-14,0.991362
cap_pmos_03v3_b,moscap_ss,-40,2.25,30,30,900,8.92226E-13,0.991362
cap_nmos_06v0,moscap_ss,-40,2.25,10,10,100,2.3947E-13,2.3947
cap_nmos_06v0,moscap_ss,-40,2.25,30,30,900,2.15523E-12,2.3947
cap_pmos_06v0,moscap_ss,-40,2.25,10,10,100,4.07E-15,0.0407
cap_pmos_06v0,moscap_ss,-40,2.25,30,30,900,3.663E-14,0.0407
cap_nmos_03v3,moscap_ss,-40,2.40,10,10,100,4.3813E-13,4.3813
cap_nmos_03v3,moscap_ss,-40,2.40,30,30,900,3.94317E-12,4.3813
cap_pmos_03v3,moscap_ss,-40,2.40,10,10,100,4.18E-15,0.0418
cap_pmos_03v3,moscap_ss,-40,2.40,30,30,900,3.762E-14,0.0418
cap_nmos_03v3_b,moscap_ss,-40,2.40,10,10,100,4.38934E-13,4.38934
cap_nmos_03v3_b,moscap_ss,-40,2.40,30,30,900,3.9504E-12,4.38934
cap_pmos_03v3_b,moscap_ss,-40,2.40,10,10,100,9.88665E-14,0.988665
cap_pmos_03v3_b,moscap_ss,-40,2.40,30,30,900,8.89799E-13,0.988665
cap_nmos_06v0,moscap_ss,-40,2.40,10,10,100,2.3947E-13,2.3947
cap_nmos_06v0,moscap_ss,-40,2.40,30,30,900,2.15523E-12,2.3947
cap_pmos_06v0,moscap_ss,-40,2.40,10,10,100,4.07E-15,0.0407
cap_pmos_06v0,moscap_ss,-40,2.40,30,30,900,3.663E-14,0.0407
cap_nmos_03v3,moscap_ss,-40,2.55,10,10,100,4.3813E-13,4.3813
cap_nmos_03v3,moscap_ss,-40,2.55,30,30,900,3.94317E-12,4.3813
cap_pmos_03v3,moscap_ss,-40,2.55,10,10,100,4.18E-15,0.0418
cap_pmos_03v3,moscap_ss,-40,2.55,30,30,900,3.762E-14,0.0418
cap_nmos_03v3_b,moscap_ss,-40,2.55,10,10,100,4.38962E-13,4.38962
cap_nmos_03v3_b,moscap_ss,-40,2.55,30,30,900,3.95065E-12,4.38962
cap_pmos_03v3_b,moscap_ss,-40,2.55,10,10,100,9.87028E-14,0.987028
cap_pmos_03v3_b,moscap_ss,-40,2.55,30,30,900,8.88325E-13,0.987028
cap_nmos_06v0,moscap_ss,-40,2.55,10,10,100,2.3947E-13,2.3947
cap_nmos_06v0,moscap_ss,-40,2.55,30,30,900,2.15523E-12,2.3947
cap_pmos_06v0,moscap_ss,-40,2.55,10,10,100,4.07E-15,0.0407
cap_pmos_06v0,moscap_ss,-40,2.55,30,30,900,3.663E-14,0.0407
cap_nmos_03v3,moscap_ss,-40,2.70,10,10,100,4.3813E-13,4.3813
cap_nmos_03v3,moscap_ss,-40,2.70,30,30,900,3.94317E-12,4.3813
cap_pmos_03v3,moscap_ss,-40,2.70,10,10,100,4.18E-15,0.0418
cap_pmos_03v3,moscap_ss,-40,2.70,30,30,900,3.762E-14,0.0418
cap_nmos_03v3_b,moscap_ss,-40,2.70,10,10,100,4.38979E-13,4.38979
cap_nmos_03v3_b,moscap_ss,-40,2.70,30,30,900,3.95081E-12,4.38979
cap_pmos_03v3_b,moscap_ss,-40,2.70,10,10,100,9.86033E-14,0.986033
cap_pmos_03v3_b,moscap_ss,-40,2.70,30,30,900,8.8743E-13,0.986033
cap_nmos_06v0,moscap_ss,-40,2.70,10,10,100,2.3947E-13,2.3947
cap_nmos_06v0,moscap_ss,-40,2.70,30,30,900,2.15523E-12,2.3947
cap_pmos_06v0,moscap_ss,-40,2.70,10,10,100,4.07E-15,0.0407
cap_pmos_06v0,moscap_ss,-40,2.70,30,30,900,3.663E-14,0.0407
cap_nmos_03v3,moscap_ss,-40,2.85,10,10,100,4.3813E-13,4.3813
cap_nmos_03v3,moscap_ss,-40,2.85,30,30,900,3.94317E-12,4.3813
cap_pmos_03v3,moscap_ss,-40,2.85,10,10,100,4.18E-15,0.0418
cap_pmos_03v3,moscap_ss,-40,2.85,30,30,900,3.762E-14,0.0418
cap_nmos_03v3_b,moscap_ss,-40,2.85,10,10,100,4.3899E-13,4.3899
cap_nmos_03v3_b,moscap_ss,-40,2.85,30,30,900,3.95091E-12,4.3899
cap_pmos_03v3_b,moscap_ss,-40,2.85,10,10,100,9.8543E-14,0.98543
cap_pmos_03v3_b,moscap_ss,-40,2.85,30,30,900,8.86887E-13,0.98543
cap_nmos_06v0,moscap_ss,-40,2.85,10,10,100,2.3947E-13,2.3947
cap_nmos_06v0,moscap_ss,-40,2.85,30,30,900,2.15523E-12,2.3947
cap_pmos_06v0,moscap_ss,-40,2.85,10,10,100,4.07E-15,0.0407
cap_pmos_06v0,moscap_ss,-40,2.85,30,30,900,3.663E-14,0.0407
cap_nmos_03v3,moscap_ss,-40,3.00,10,10,100,4.3813E-13,4.3813
cap_nmos_03v3,moscap_ss,-40,3.00,30,30,900,3.94317E-12,4.3813
cap_pmos_03v3,moscap_ss,-40,3.00,10,10,100,4.18E-15,0.0418
cap_pmos_03v3,moscap_ss,-40,3.00,30,30,900,3.762E-14,0.0418
cap_nmos_03v3_b,moscap_ss,-40,3.00,10,10,100,4.38998E-13,4.38998
cap_nmos_03v3_b,moscap_ss,-40,3.00,30,30,900,3.95098E-12,4.38998
cap_pmos_03v3_b,moscap_ss,-40,3.00,10,10,100,9.85064E-14,0.985064
cap_pmos_03v3_b,moscap_ss,-40,3.00,30,30,900,8.86558E-13,0.985064
cap_nmos_06v0,moscap_ss,-40,3.00,10,10,100,2.3947E-13,2.3947
cap_nmos_06v0,moscap_ss,-40,3.00,30,30,900,2.15523E-12,2.3947
cap_pmos_06v0,moscap_ss,-40,3.00,10,10,100,4.07E-15,0.0407
cap_pmos_06v0,moscap_ss,-40,3.00,30,30,900,3.663E-14,0.0407
cap_nmos_03v3,moscap_ss,-40,3.15,10,10,100,4.3813E-13,4.3813
cap_nmos_03v3,moscap_ss,-40,3.15,30,30,900,3.94317E-12,4.3813
cap_pmos_03v3,moscap_ss,-40,3.15,10,10,100,4.18E-15,0.0418
cap_pmos_03v3,moscap_ss,-40,3.15,30,30,900,3.762E-14,0.0418
cap_nmos_03v3_b,moscap_ss,-40,3.15,10,10,100,4.39002E-13,4.39002
cap_nmos_03v3_b,moscap_ss,-40,3.15,30,30,900,3.95102E-12,4.39002
cap_pmos_03v3_b,moscap_ss,-40,3.15,10,10,100,9.84842E-14,0.984842
cap_pmos_03v3_b,moscap_ss,-40,3.15,30,30,900,8.86358E-13,0.984842
cap_nmos_06v0,moscap_ss,-40,3.15,10,10,100,2.3947E-13,2.3947
cap_nmos_06v0,moscap_ss,-40,3.15,30,30,900,2.15523E-12,2.3947
cap_pmos_06v0,moscap_ss,-40,3.15,10,10,100,4.07E-15,0.0407
cap_pmos_06v0,moscap_ss,-40,3.15,30,30,900,3.663E-14,0.0407
cap_nmos_03v3,moscap_ss,-40,3.30,10,10,100,4.3813E-13,4.3813
cap_nmos_03v3,moscap_ss,-40,3.30,30,30,900,3.94317E-12,4.3813
cap_pmos_03v3,moscap_ss,-40,3.30,10,10,100,4.18E-15,0.0418
cap_pmos_03v3,moscap_ss,-40,3.30,30,30,900,3.762E-14,0.0418
cap_nmos_03v3_b,moscap_ss,-40,3.30,10,10,100,4.39005E-13,4.39005
cap_nmos_03v3_b,moscap_ss,-40,3.30,30,30,900,3.95105E-12,4.39005
cap_pmos_03v3_b,moscap_ss,-40,3.30,10,10,100,9.84708E-14,0.984708
cap_pmos_03v3_b,moscap_ss,-40,3.30,30,30,900,8.86237E-13,0.984708
cap_nmos_06v0,moscap_ss,-40,3.30,10,10,100,2.3947E-13,2.3947
cap_nmos_06v0,moscap_ss,-40,3.30,30,30,900,2.15523E-12,2.3947
cap_pmos_06v0,moscap_ss,-40,3.30,10,10,100,4.07E-15,0.0407
cap_pmos_06v0,moscap_ss,-40,3.30,30,30,900,3.663E-14,0.0407
cap_nmos_03v3,moscap_ss,27,-3.30,10,10,100,2.53E-15,0.0253
cap_nmos_03v3,moscap_ss,27,-3.30,30,30,900,2.277E-14,0.0253
cap_pmos_03v3,moscap_ss,27,-3.30,10,10,100,4.3538E-13,4.3538
cap_pmos_03v3,moscap_ss,27,-3.30,30,30,900,3.91842E-12,4.3538
cap_nmos_03v3_b,moscap_ss,27,-3.30,10,10,100,1.01797E-13,1.01797
cap_nmos_03v3_b,moscap_ss,27,-3.30,30,30,900,9.16173E-13,1.01797
cap_pmos_03v3_b,moscap_ss,27,-3.30,10,10,100,4.37248E-13,4.37248
cap_pmos_03v3_b,moscap_ss,27,-3.30,30,30,900,3.93524E-12,4.37248
cap_nmos_06v0,moscap_ss,27,-3.30,10,10,100,4.07E-15,0.0407
cap_nmos_06v0,moscap_ss,27,-3.30,30,30,900,3.663E-14,0.0407
cap_pmos_06v0,moscap_ss,27,-3.30,10,10,100,2.3947E-13,2.3947
cap_pmos_06v0,moscap_ss,27,-3.30,30,30,900,2.15523E-12,2.3947
cap_nmos_03v3,moscap_ss,27,-3.15,10,10,100,2.53E-15,0.0253
cap_nmos_03v3,moscap_ss,27,-3.15,30,30,900,2.277E-14,0.0253
cap_pmos_03v3,moscap_ss,27,-3.15,10,10,100,4.3538E-13,4.3538
cap_pmos_03v3,moscap_ss,27,-3.15,30,30,900,3.91842E-12,4.3538
cap_nmos_03v3_b,moscap_ss,27,-3.15,10,10,100,1.01824E-13,1.01824
cap_nmos_03v3_b,moscap_ss,27,-3.15,30,30,900,9.16416E-13,1.01824
cap_pmos_03v3_b,moscap_ss,27,-3.15,10,10,100,4.37247E-13,4.37247
cap_pmos_03v3_b,moscap_ss,27,-3.15,30,30,900,3.93523E-12,4.37247
cap_nmos_06v0,moscap_ss,27,-3.15,10,10,100,4.07E-15,0.0407
cap_nmos_06v0,moscap_ss,27,-3.15,30,30,900,3.663E-14,0.0407
cap_pmos_06v0,moscap_ss,27,-3.15,10,10,100,2.3947E-13,2.3947
cap_pmos_06v0,moscap_ss,27,-3.15,30,30,900,2.15523E-12,2.3947
cap_nmos_03v3,moscap_ss,27,-3.00,10,10,100,2.53E-15,0.0253
